UserID,Txn_Count_5m,Avg_Amt_1h,Foreign_Country_Count_1d,Velocity_Score
UID_09696,0,218.88,0,8.1
UID_13570,1,26.37,0,18.1
UID_00135,2,124.74,0,20.1
UID_05560,0,17.56,0,0.0
UID_00223,0,33.95,1,14.6
UID_14866,0,78.05,0,6.6
UID_12829,0,0.0,1,0.0
UID_14700,0,46.98,0,1.4
UID_14554,0,0.0,0,3.8
UID_04990,0,57.32,0,23.6
UID_08022,0,0.0,1,0.0
UID_03816,0,0.0,0,0.0
UID_07389,0,231.13,0,18.0
UID_00737,0,0.0,0,0.0
UID_14690,0,36.48,0,15.3
UID_10512,1,105.1,0,6.4
UID_01062,0,168.89,0,22.5
UID_03124,0,54.12,0,9.7
UID_14074,1,277.85,0,18.3
UID_09765,0,82.07,1,11.8
UID_08883,0,0.0,0,2.8
UID_04493,1,87.97,0,11.6
UID_12980,0,72.2,1,0.0
UID_05382,2,19.38,0,9.0
UID_08940,0,8.28,0,0.0
UID_03834,0,54.51,0,24.0
UID_10065,0,24.05,0,7.1
UID_09382,0,81.93,0,24.9
UID_07993,3,43.03,0,24.7
UID_09415,0,49.56,0,18.6
UID_07860,0,0.0,0,13.9
UID_13339,0,14.11,0,19.7
UID_06741,3,366.8,0,30.8
UID_09875,0,89.38,0,12.8
UID_12362,0,94.68,0,19.9
UID_11054,2,29.29,0,14.8
UID_05056,3,81.16,0,21.6
UID_13077,0,220.99,0,9.3
UID_00674,0,239.48,0,22.6
UID_13613,0,22.69,0,0.0
UID_10202,1,16.8,1,0.0
UID_08476,0,132.78,0,5.1
UID_14347,3,178.26,0,32.1
UID_02488,2,15.52,0,24.4
UID_00716,0,144.38,0,15.4
UID_09478,0,118.94,0,24.7
UID_05843,0,19.2,0,13.7
UID_12575,0,353.16,0,17.7
UID_11061,0,46.55,0,6.8
UID_14941,0,65.61,0,14.4
UID_02636,0,171.96,0,6.6
UID_08001,0,34.89,2,0.9
UID_14255,0,26.18,0,0.0
UID_00929,0,0.0,1,0.0
UID_11782,3,41.5,0,21.2
UID_08956,0,0.0,1,12.9
UID_04377,1,13.63,0,10.1
UID_06887,3,13.45,0,25.6
UID_05972,0,87.27,1,0.0
UID_13694,0,0.0,0,0.0
UID_09640,0,139.95,0,22.2
UID_11202,2,8.06,0,13.3
UID_05801,0,245.04,0,11.6
UID_05191,3,497.26,0,27.5
UID_09037,0,429.91,0,6.3
UID_10086,0,78.66,0,7.9
UID_07861,0,0.0,0,0.0
UID_01700,1,9.23,0,19.7
UID_14750,2,2838.57,0,41.7
UID_09880,2,444.06,0,29.9
UID_06048,0,395.03,1,9.3
UID_09307,4,32.25,1,22.7
UID_07822,2,20.22,0,15.4
UID_01952,0,0.0,0,7.3
UID_13371,0,5.0,0,0.0
UID_08589,0,276.8,0,26.7
UID_07750,0,22.11,0,13.8
UID_14013,0,0.0,0,7.3
UID_05972,0,80.39,0,4.5
UID_13744,0,0.0,1,0.0
UID_01308,0,7.73,0,14.5
UID_04270,1,144.82,0,32.1
UID_07251,0,5.1,0,0.0
UID_09784,0,37.26,0,1.7
UID_13285,0,94.0,0,22.3
UID_08844,0,112.26,0,13.3
UID_11355,0,37.25,0,0.0
UID_08096,2,78.99,0,7.9
UID_00621,0,54.61,0,22.4
UID_14965,3,29.97,0,21.3
UID_02032,1,17.58,0,16.0
UID_14100,3,5.8,2,23.2
UID_09004,0,22.15,2,16.3
UID_02658,0,0.0,0,0.0
UID_09551,3,8.68,0,12.1
UID_08070,0,23.13,2,9.0
UID_00578,0,23.73,0,9.7
UID_14804,0,164.46,0,18.4
UID_08491,0,121.39,0,13.7
UID_08200,0,44.66,0,10.9
UID_05486,0,479.12,0,19.7
UID_10805,0,94.69,1,16.3
UID_01137,0,47.44,0,12.3
UID_06739,0,70.57,0,7.7
UID_13742,0,1131.7,0,22.1
UID_00276,0,179.61,0,19.6
UID_01027,0,32.61,0,11.4
UID_01434,1,5.96,0,9.0
UID_10155,0,18.45,0,0.0
UID_00728,1,18.2,0,16.3
UID_05717,2,7.15,2,0.0
UID_14929,0,0.0,0,0.0
UID_09917,0,531.86,0,24.2
UID_11508,0,76.82,0,0.0
UID_02009,0,11.85,1,4.3
UID_07160,0,74.64,0,24.9
UID_08902,0,5.0,0,17.8
UID_13811,0,0.0,0,0.0
UID_13209,0,27.42,0,9.3
UID_00910,0,0.0,0,0.0
UID_01571,1,85.1,1,26.3
UID_06446,0,0.0,0,9.0
UID_06201,0,140.2,1,0.0
UID_13172,0,7.02,1,0.0
UID_08397,0,37.69,1,23.9
UID_04886,0,18.1,0,4.8
UID_00933,0,96.55,0,12.0
UID_14188,1,70.17,0,30.5
UID_03931,0,0.0,0,0.0
UID_02959,0,15.06,0,0.0
UID_03710,0,1088.87,0,15.4
UID_05946,0,0.0,0,0.0
UID_01713,3,13.8,0,22.6
UID_14792,1,212.37,0,17.7
UID_07823,0,55.06,0,19.7
UID_04283,0,224.55,0,29.2
UID_07675,1,13.27,0,28.6
UID_06681,1,35.78,0,9.1
UID_05144,0,135.96,0,0.0
UID_13504,0,768.58,0,8.9
UID_14672,1,35.15,0,15.1
UID_00601,0,63.09,0,12.8
UID_05489,0,127.79,0,12.9
UID_00685,1,130.85,0,31.4
UID_11738,0,60.42,0,2.1
UID_12879,0,0.0,0,0.0
UID_05466,0,77.07,1,16.4
UID_12226,2,6.17,0,21.4
UID_07475,1,99.82,0,24.5
UID_13386,0,16.29,1,12.6
UID_11480,0,0.0,0,0.0
UID_09352,0,111.44,0,14.4
UID_01706,0,35.1,0,19.8
UID_05300,0,466.62,0,15.9
UID_13647,3,136.6,0,17.6
UID_10619,2,838.69,0,21.7
UID_05333,1,54.44,0,29.7
UID_12921,0,0.0,0,3.7
UID_04850,0,10.4,0,0.7
UID_07379,0,28.81,0,11.2
UID_13822,0,83.53,0,33.2
UID_01884,0,39.37,2,13.1
UID_04634,0,56.59,0,4.8
UID_14513,0,12.84,0,11.0
UID_11856,2,24.26,0,20.4
UID_12654,0,0.0,0,1.7
UID_10343,0,47.48,0,24.0
UID_09415,3,32.53,0,23.6
UID_14682,0,0.0,1,0.0
UID_11309,0,15.65,0,13.3
UID_03998,0,51.61,0,0.0
UID_00330,0,27.92,0,27.8
UID_05123,2,32.35,0,26.8
UID_01994,0,109.36,0,15.0
UID_08288,0,83.72,0,30.5
UID_08054,2,79.06,0,31.0
UID_00155,0,31.63,0,5.1
UID_06367,0,0.0,1,11.9
UID_00994,0,108.83,0,20.2
UID_07380,0,239.91,0,0.0
UID_12574,0,28.75,0,24.9
UID_03040,0,19.88,0,0.0
UID_01559,0,56.73,0,32.8
UID_14858,2,299.03,0,23.3
UID_02317,2,17.02,1,26.4
UID_08524,2,133.98,1,34.9
UID_05203,0,76.4,0,22.6
UID_14955,1,176.02,0,0.0
UID_11323,3,377.28,1,39.6
UID_10956,1,12.0,0,18.0
UID_12249,0,10.97,2,8.9
UID_09982,0,40.64,0,22.1
UID_08815,0,11.7,0,5.1
UID_09830,0,63.56,1,11.3
UID_04598,0,95.69,0,1.6
UID_06154,1,109.7,0,17.7
UID_09816,0,38.06,0,15.8
UID_09428,2,25.03,0,5.7
UID_02387,0,0.0,0,16.7
UID_05076,1,89.72,0,20.4
UID_04018,0,0.0,0,0.0
UID_11863,0,11.03,0,4.9
UID_11664,0,0.0,0,4.5
UID_03062,3,5.0,1,40.4
UID_01088,1,61.27,0,28.5
UID_12712,0,43.45,0,9.1
UID_11327,0,341.2,0,22.8
UID_02545,0,130.08,0,18.9
UID_04254,0,27.26,0,4.9
UID_08960,0,96.12,0,11.9
UID_04489,0,64.77,1,22.0
UID_09676,0,22.91,0,0.2
UID_13749,0,118.39,0,8.0
UID_13222,0,17.05,0,0.0
UID_13817,0,5.0,0,0.0
UID_05285,0,0.0,0,4.7
UID_09717,0,0.0,0,0.0
UID_11110,0,47.59,0,29.4
UID_11601,0,137.01,0,4.0
UID_06853,0,8.85,0,0.0
UID_10133,1,24.25,2,19.9
UID_12702,0,77.96,0,2.1
UID_14633,0,0.0,2,4.5
UID_00364,0,92.24,0,26.2
UID_02528,2,63.5,0,19.3
UID_07825,1,82.98,0,29.2
UID_11236,2,128.28,1,32.1
UID_00654,0,49.3,0,20.0
UID_09033,2,13.93,0,0.0
UID_05457,0,86.69,1,5.9
UID_02301,0,84.16,0,39.1
UID_11124,0,0.0,0,0.0
UID_01700,0,0.0,0,1.1
UID_12726,0,63.57,0,4.6
UID_00943,1,184.33,1,23.7
UID_06996,0,53.87,1,0.6
UID_11385,0,0.0,0,0.0
UID_00361,0,94.7,2,25.6
UID_04245,0,0.0,0,2.4
UID_07735,0,242.0,0,18.3
UID_00690,0,126.43,2,3.1
UID_06884,0,57.92,0,11.1
UID_11617,0,38.27,0,8.9
UID_10901,2,29.58,0,22.9
UID_03033,0,0.0,0,7.4
UID_07190,0,112.2,0,18.4
UID_10062,0,41.62,0,3.1
UID_11924,1,16.71,0,8.4
UID_06671,0,10.48,0,9.5
UID_01312,0,24.84,0,11.6
UID_09425,1,85.47,1,19.9
UID_09064,0,0.0,2,0.0
UID_08526,0,810.82,0,18.7
UID_04387,0,35.87,0,2.1
UID_08805,1,438.33,0,24.1
UID_11534,0,0.0,0,0.0
UID_10470,0,145.8,0,7.5
UID_03171,2,11.37,2,32.2
UID_06052,0,75.92,0,31.0
UID_14487,1,84.54,0,18.6
UID_05742,0,22.44,0,28.4
UID_01780,0,208.3,0,8.7
UID_05685,0,5.0,0,0.0
UID_12629,0,33.84,0,18.0
UID_05677,0,17.8,0,0.0
UID_13600,0,110.47,0,2.5
UID_05568,1,89.71,0,15.4
UID_13858,0,172.23,0,0.8
UID_02154,0,34.28,0,0.0
UID_03354,0,10.25,0,4.5
UID_10707,0,0.0,0,1.2
UID_01199,0,0.0,0,5.2
UID_04117,0,111.57,0,0.2
UID_06291,0,524.85,2,26.7
UID_10234,0,12.23,0,28.3
UID_08797,0,48.5,0,18.3
UID_03154,0,267.95,0,18.0
UID_07099,0,0.0,0,0.0
UID_10119,0,32.6,0,6.4
UID_10362,0,35.3,0,12.8
UID_04069,0,137.08,0,31.1
UID_07934,0,7.74,0,4.1
UID_02398,1,124.13,0,28.1
UID_03246,0,262.18,0,22.0
UID_02745,0,399.8,0,25.9
UID_12682,3,204.42,0,29.2
UID_12591,0,112.85,2,0.0
UID_05592,2,135.45,0,39.1
UID_00265,0,0.0,0,1.8
UID_00641,0,240.9,0,12.8
UID_00186,0,21.23,0,0.0
UID_13588,0,26.32,1,0.0
UID_10072,0,91.55,0,0.0
UID_03730,1,53.57,0,25.6
UID_05462,0,245.1,0,21.9
UID_05888,0,199.7,0,26.7
UID_10775,1,38.15,1,7.2
UID_11935,0,207.22,0,17.1
UID_10690,0,28.95,0,18.2
UID_00346,0,0.0,0,0.0
UID_02343,0,63.27,0,42.2
UID_06630,1,147.6,0,24.3
UID_02206,2,43.16,0,10.1
UID_05053,0,96.78,0,25.4
UID_06070,0,60.47,0,4.5
UID_07058,1,213.58,0,12.2
UID_10711,0,71.19,0,7.5
UID_12661,2,63.04,1,38.5
UID_10082,0,0.0,0,5.5
UID_00861,0,10.06,0,0.0
UID_02398,0,0.0,0,0.2
UID_08818,0,0.0,0,1.2
UID_12815,2,20.65,0,18.1
UID_09801,1,368.87,0,22.1
UID_11388,2,14.56,0,13.2
UID_05988,0,0.0,0,0.0
UID_13552,0,13.54,0,13.8
UID_11573,0,104.06,0,21.3
UID_14950,0,22.73,0,9.6
UID_11678,0,19.07,0,20.0
UID_05788,1,87.34,0,8.9
UID_03301,1,21.13,0,20.1
UID_00122,4,188.94,0,31.0
UID_07299,0,803.04,0,12.5
UID_09251,0,0.0,0,3.5
UID_00299,3,153.97,0,34.9
UID_05962,2,56.36,2,29.5
UID_07405,0,1107.51,2,26.1
UID_03760,3,29.84,0,20.3
UID_12065,0,53.16,1,18.9
UID_03718,1,121.97,0,14.8
UID_14685,0,596.68,0,0.0
UID_05109,0,7.47,0,0.0
UID_03800,0,0.0,0,7.6
UID_12818,0,53.22,0,30.8
UID_00455,0,48.18,0,3.1
UID_10763,0,0.0,0,0.8
UID_14041,1,14.63,0,0.0
UID_12418,0,6.81,0,2.5
UID_08440,1,15.27,1,5.4
UID_04651,0,0.0,0,0.0
UID_12688,0,0.0,0,0.0
UID_04668,0,1781.55,0,27.5
UID_08195,0,24.69,0,0.0
UID_03360,1,336.69,0,19.3
UID_14283,0,45.8,0,15.8
UID_10929,3,5.0,0,17.5
UID_14718,0,32.95,1,4.0
UID_07696,1,485.78,0,14.4
UID_03012,0,33.63,0,11.1
UID_08639,1,29.8,0,37.0
UID_03236,1,10.54,0,2.2
UID_04654,0,6.24,0,3.5
UID_02438,1,12.86,0,15.4
UID_08819,2,24.0,1,21.7
UID_08587,0,140.95,2,17.4
UID_13336,1,408.12,0,24.1
UID_07827,0,15.64,0,4.8
UID_10710,2,84.53,1,16.2
UID_06287,0,49.94,0,23.2
UID_08566,0,61.58,0,0.0
UID_03359,0,24.74,0,0.0
UID_07212,0,57.67,0,5.7
UID_01051,2,26.49,0,1.5
UID_12798,0,59.04,0,2.9
UID_08119,0,0.0,0,5.7
UID_02268,0,37.27,0,15.2
UID_00330,0,12.74,0,8.0
UID_05397,1,61.5,0,21.5
UID_03979,0,82.84,0,18.2
UID_03473,0,100.38,0,25.1
UID_11761,0,56.18,1,8.0
UID_05677,0,0.0,1,0.5
UID_14304,0,48.55,0,22.0
UID_13053,0,9.82,0,11.2
UID_04193,3,127.37,0,11.9
UID_05233,1,280.38,0,29.0
UID_07723,0,26.05,0,16.7
UID_13618,0,17.37,0,9.2
UID_01411,0,36.23,2,16.0
UID_12605,0,86.67,2,8.8
UID_10215,0,124.49,0,8.4
UID_04059,1,45.87,0,26.8
UID_09237,1,92.45,0,20.8
UID_10462,0,517.57,2,15.2
UID_12561,1,45.9,0,19.2
UID_06166,0,40.68,0,11.6
UID_08866,0,34.32,0,8.9
UID_00070,0,0.0,0,25.9
UID_03991,2,17.13,1,4.0
UID_14358,1,129.25,0,14.5
UID_08158,0,0.0,0,0.0
UID_03821,1,68.95,0,15.4
UID_00630,0,231.36,2,35.5
UID_13681,0,6.11,0,14.4
UID_08820,0,53.83,0,18.7
UID_14216,0,0.0,0,4.6
UID_04970,0,33.45,0,9.8
UID_12958,1,5.92,2,5.6
UID_07064,0,29.54,0,14.3
UID_08716,0,38.33,0,2.9
UID_08107,0,20.05,0,12.4
UID_09371,0,46.55,0,0.0
UID_08337,0,60.47,0,16.5
UID_09460,3,36.17,0,28.3
UID_12957,0,55.14,0,11.6
UID_02455,0,284.85,0,12.7
UID_13361,0,10.02,0,28.4
UID_12449,1,21.5,0,14.5
UID_12522,1,12.08,0,5.1
UID_07537,1,296.5,0,0.0
UID_03953,2,105.96,0,22.2
UID_01290,3,22.38,0,35.3
UID_05376,0,185.21,0,21.4
UID_03645,0,29.93,0,8.7
UID_13954,1,315.48,0,16.2
UID_00601,2,251.69,0,27.6
UID_02774,1,98.04,0,25.9
UID_11106,0,0.0,0,0.0
UID_04815,2,20.46,0,32.1
UID_07743,3,234.51,0,28.9
UID_08809,0,264.06,0,16.3
UID_05555,0,37.41,0,1.2
UID_08010,0,0.0,0,0.0
UID_10170,0,14.05,0,1.0
UID_11352,0,161.45,0,26.4
UID_13624,0,220.83,0,10.5
UID_14081,0,631.0,0,25.6
UID_09332,0,40.26,0,16.4
UID_10629,0,81.49,0,20.4
UID_09487,0,11.92,0,15.9
UID_12047,2,13.25,0,27.6
UID_03065,2,48.65,0,18.4
UID_05768,0,29.85,0,16.9
UID_13951,2,37.82,0,3.0
UID_08520,1,328.13,0,19.9
UID_01656,0,281.43,0,15.5
UID_05444,0,29.46,0,20.3
UID_06516,0,77.14,0,9.2
UID_10768,1,23.94,0,4.4
UID_01756,0,260.46,1,6.1
UID_09382,0,83.39,1,10.2
UID_03654,0,162.23,0,16.6
UID_02515,0,25.41,0,19.5
UID_05815,0,38.29,0,0.0
UID_02315,2,83.59,0,42.6
UID_06236,0,66.41,0,0.0
UID_11669,0,88.92,0,8.1
UID_10481,0,14.53,0,8.0
UID_04443,0,105.76,2,4.8
UID_10059,2,84.7,0,25.2
UID_08082,0,33.52,0,10.7
UID_03614,1,27.42,0,20.5
UID_00576,2,126.92,0,22.1
UID_06059,0,0.0,0,0.0
UID_14251,0,6.36,0,0.0
UID_01634,2,39.78,0,34.5
UID_06081,0,5.0,0,5.8
UID_09245,4,44.8,0,43.2
UID_13153,0,363.74,0,14.6
UID_13626,0,34.81,0,15.6
UID_00422,1,286.78,0,19.4
UID_06206,0,64.62,0,17.8
UID_14411,1,79.72,0,29.3
UID_03249,3,32.2,0,4.8
UID_08536,2,16.53,0,11.5
UID_13961,2,5.0,0,0.0
UID_12976,0,195.78,0,28.3
UID_05408,1,309.02,0,23.6
UID_13537,0,17.29,1,7.7
UID_04188,0,213.31,0,12.1
UID_12168,1,72.04,0,5.7
UID_10924,0,50.47,0,15.6
UID_12212,0,41.77,0,27.2
UID_05412,0,47.8,0,14.5
UID_09422,0,99.14,0,3.1
UID_13247,2,9.92,0,27.9
UID_14729,0,6.71,0,0.0
UID_02339,0,139.3,0,5.3
UID_08431,0,365.15,0,3.0
UID_09852,0,47.75,0,9.8
UID_05224,0,22.92,0,8.8
UID_06271,0,0.0,0,10.4
UID_12524,0,41.64,0,16.1
UID_08366,0,0.0,0,0.0
UID_10197,0,0.0,0,0.0
UID_08207,0,120.05,0,0.0
UID_00438,0,0.0,0,10.8
UID_12134,0,138.21,0,8.9
UID_03725,1,31.35,1,8.7
UID_13892,0,39.88,0,14.8
UID_04449,0,0.0,0,0.0
UID_06888,0,30.07,0,7.7
UID_02171,0,135.26,0,24.4
UID_00765,0,113.97,0,14.2
UID_05709,1,527.38,0,33.5
UID_12546,0,13.08,0,9.4
UID_11302,1,55.93,1,13.0
UID_01415,2,489.97,0,23.1
UID_00640,0,1676.02,0,0.0
UID_00693,1,161.69,0,28.7
UID_10240,0,18.64,0,14.6
UID_04661,0,81.36,0,21.5
UID_06397,0,10.51,0,0.0
UID_03834,0,46.12,0,21.2
UID_10052,1,222.42,0,18.4
UID_09999,0,68.11,0,19.8
UID_04610,0,22.11,0,0.0
UID_08864,0,42.96,0,0.0
UID_03628,1,32.35,0,10.3
UID_02395,2,57.87,2,21.1
UID_08537,0,193.1,0,14.6
UID_05726,0,11.59,0,16.8
UID_14937,0,5.0,0,10.8
UID_14145,0,664.42,0,12.2
UID_05868,0,0.0,0,11.4
UID_06951,0,38.19,0,6.1
UID_09671,0,0.0,0,0.0
UID_02137,1,442.83,0,8.9
UID_06955,0,73.54,2,19.2
UID_00907,0,0.0,0,2.3
UID_07513,2,56.35,0,37.5
UID_01878,0,419.59,0,13.6
UID_13561,0,59.84,0,22.0
UID_02412,0,76.58,0,17.7
UID_10278,0,15.66,0,21.5
UID_09523,1,93.38,0,27.1
UID_13158,0,76.08,0,5.4
UID_05897,3,27.92,0,30.2
UID_07713,0,1675.9,0,12.3
UID_01007,1,238.52,0,20.1
UID_09222,1,20.13,0,23.6
UID_14414,0,22.38,0,26.6
UID_05121,1,77.03,0,0.0
UID_09904,0,33.13,0,2.2
UID_14813,2,44.34,0,19.0
UID_01073,1,62.09,1,17.4
UID_12331,0,73.71,0,4.3
UID_00511,0,35.7,0,0.0
UID_05397,0,26.71,0,13.8
UID_01147,0,153.52,0,16.6
UID_12142,0,80.2,0,19.9
UID_09685,1,230.74,0,24.6
UID_08213,3,57.93,0,20.0
UID_00012,0,56.72,0,10.5
UID_12732,0,0.0,0,1.3
UID_07457,0,45.5,0,20.8
UID_08889,2,9.58,0,3.6
UID_11534,0,151.82,1,0.0
UID_00623,0,16.41,0,18.1
UID_12479,0,103.48,0,22.4
UID_00557,0,36.92,1,24.2
UID_12886,0,206.1,0,19.2
UID_05179,1,36.94,0,28.5
UID_13334,0,23.46,0,2.5
UID_10510,0,0.0,2,16.4
UID_08887,0,23.42,2,6.5
UID_12300,0,171.81,0,33.1
UID_04183,0,0.0,0,0.0
UID_01713,0,37.52,0,0.0
UID_10270,1,162.37,0,22.5
UID_08003,0,159.17,0,34.9
UID_02117,0,0.0,0,1.3
UID_01027,0,0.0,0,5.9
UID_04137,2,1215.6,1,46.5
UID_04773,0,98.73,0,11.6
UID_11248,0,9.97,0,12.5
UID_05672,1,63.78,0,28.5
UID_00378,1,66.95,0,22.7
UID_10924,3,47.02,0,35.5
UID_04944,0,0.0,0,1.0
UID_10885,0,87.12,0,26.7
UID_10722,0,330.38,2,13.3
UID_06355,2,176.55,0,24.5
UID_03056,0,44.42,0,19.9
UID_14438,0,0.0,0,3.7
UID_10472,0,94.85,0,22.0
UID_07899,0,18.43,0,18.3
UID_03198,0,132.34,0,6.7
UID_13462,2,328.55,0,12.3
UID_02790,0,60.96,0,3.3
UID_04712,0,66.01,1,13.1
UID_14448,0,163.08,0,11.5
UID_10818,0,0.0,0,11.5
UID_08033,1,53.66,0,20.1
UID_02654,0,285.86,0,0.0
UID_07217,0,30.3,0,7.5
UID_02751,0,0.0,0,21.0
UID_07178,0,259.83,0,1.4
UID_10869,0,0.0,0,2.3
UID_03335,0,169.34,0,4.7
UID_08769,0,0.0,0,8.0
UID_09479,1,16.62,0,20.9
UID_06942,0,54.48,1,14.4
UID_07292,2,566.65,0,38.3
UID_09391,0,81.54,0,22.8
UID_04556,0,346.78,0,26.2
UID_09169,0,78.91,0,13.4
UID_07103,0,48.11,0,2.5
UID_11086,0,147.0,0,9.2
UID_03643,0,11.22,0,2.9
UID_13019,1,25.39,1,29.3
UID_12722,0,148.76,0,16.3
UID_00499,0,146.98,0,6.6
UID_12509,0,273.12,0,17.6
UID_11951,0,0.0,0,11.4
UID_00236,0,23.33,2,1.9
UID_06202,1,61.31,1,28.4
UID_08818,2,274.14,0,30.6
UID_10426,0,0.0,0,0.0
UID_12964,0,274.15,0,6.1
UID_00763,0,7.84,0,13.1
UID_04178,1,9.98,0,3.8
UID_03168,0,105.59,2,6.4
UID_07247,0,0.0,0,5.1
UID_14525,0,186.81,0,23.7
UID_10791,2,13.54,0,33.9
UID_05229,0,102.25,0,22.5
UID_11716,0,0.0,0,0.0
UID_04774,1,5.0,0,7.8
UID_03656,0,371.56,0,23.9
UID_14300,3,299.34,0,22.6
UID_06229,1,73.95,0,6.4
UID_07900,0,0.0,0,16.2
UID_12633,0,205.27,0,29.3
UID_00226,1,12.56,0,16.6
UID_07543,0,91.2,2,41.4
UID_03436,0,24.63,0,15.7
UID_07283,0,130.98,0,18.8
UID_14045,2,173.28,0,21.5
UID_13938,0,210.2,0,0.0
UID_04214,0,29.57,0,10.8
UID_09753,0,10.26,0,6.2
UID_01950,1,9.67,1,14.2
UID_04105,3,64.85,0,29.4
UID_09019,2,151.33,0,22.1
UID_02021,1,30.28,1,27.3
UID_11844,0,0.0,0,0.0
UID_13542,0,0.0,1,0.0
UID_14243,0,68.42,0,21.9
UID_02947,0,7.58,0,4.9
UID_04882,1,81.62,1,1.2
UID_02900,0,17.54,1,9.6
UID_00215,1,66.59,0,23.9
UID_05150,1,282.94,0,45.5
UID_11257,4,24.25,2,24.5
UID_06602,0,0.0,0,6.2
UID_06030,1,64.38,1,13.8
UID_03995,0,17.52,0,0.0
UID_05036,0,0.0,0,0.0
UID_09857,0,42.55,0,0.2
UID_11662,0,147.52,0,29.4
UID_14265,1,66.91,0,24.2
UID_01315,0,33.74,0,0.0
UID_14892,0,164.15,0,9.0
UID_08731,0,57.62,0,18.2
UID_00332,0,24.3,0,23.1
UID_05923,0,17.33,0,5.1
UID_00344,2,231.85,0,38.7
UID_05341,0,148.31,0,20.0
UID_11942,0,0.0,0,0.0
UID_05666,3,37.58,0,0.3
UID_13154,1,60.17,0,32.5
UID_01862,0,56.74,0,11.5
UID_07559,0,134.65,0,24.2
UID_09593,0,108.9,0,4.2
UID_05678,3,208.73,0,22.7
UID_10332,0,0.0,0,0.0
UID_10249,0,120.18,0,20.3
UID_08937,0,234.43,0,19.2
UID_12786,0,132.98,0,15.7
UID_11036,0,19.14,0,21.2
UID_11509,3,30.68,0,34.3
UID_03175,0,10.37,0,14.7
UID_14011,2,57.17,0,9.7
UID_13957,0,40.82,0,24.6
UID_13783,1,33.96,0,35.2
UID_14376,0,90.99,0,25.1
UID_07619,0,0.0,0,14.2
UID_05976,2,20.12,1,20.3
UID_05185,1,149.35,0,34.8
UID_01757,0,0.0,0,12.2
UID_05694,0,0.0,0,0.0
UID_04005,0,83.7,0,13.3
UID_04675,1,17.54,0,7.9
UID_01005,0,10.72,0,18.7
UID_14818,0,71.4,0,24.9
UID_04528,0,47.14,0,23.8
UID_12686,2,10.23,0,12.6
UID_13457,4,200.5,0,38.0
UID_03793,1,66.47,0,22.2
UID_03967,0,27.15,0,26.6
UID_10740,0,40.76,0,20.5
UID_01576,0,17.75,2,24.0
UID_05268,1,20.78,0,26.2
UID_01911,1,10.56,1,0.0
UID_09617,0,63.25,0,14.7
UID_09826,1,61.47,1,23.2
UID_09239,0,7.42,2,0.0
UID_00614,2,6.93,0,21.4
UID_04041,1,19.58,0,3.1
UID_13554,1,143.74,0,9.2
UID_07920,0,11.72,0,24.6
UID_08073,0,23.98,0,21.3
UID_08479,0,32.57,0,14.3
UID_14917,2,29.37,1,3.3
UID_05651,0,222.72,0,19.5
UID_10798,0,0.0,0,0.0
UID_09640,0,26.52,0,5.3
UID_06054,0,112.82,1,15.0
UID_02219,0,28.49,2,0.0
UID_07096,0,109.97,0,15.4
UID_02777,2,16.27,0,23.8
UID_13590,0,31.82,0,19.9
UID_13608,0,290.84,0,26.4
UID_13999,0,11.67,1,11.6
UID_03956,0,15.6,0,4.2
UID_13284,1,10.66,0,22.0
UID_06137,0,85.93,2,27.1
UID_08244,0,13.11,0,7.1
UID_11459,0,32.69,0,0.0
UID_07700,0,0.0,2,0.0
UID_08569,0,19.19,0,19.6
UID_14164,0,1422.77,0,34.6
UID_09994,0,10.28,0,4.3
UID_07098,1,150.35,0,14.3
UID_13223,3,17.5,0,17.5
UID_10397,0,51.92,0,0.0
UID_00327,0,28.57,0,17.4
UID_02535,0,41.64,0,9.2
UID_01723,0,5.0,0,14.8
UID_13712,0,70.46,2,15.9
UID_10904,1,15.02,0,8.3
UID_08858,2,43.59,1,33.2
UID_03611,0,0.0,0,8.0
UID_11885,2,57.95,0,32.5
UID_07637,0,43.99,1,5.1
UID_04845,1,49.79,0,9.5
UID_13490,0,29.57,1,17.7
UID_14625,1,131.56,0,23.0
UID_05970,0,55.2,2,19.5
UID_01313,2,45.65,0,16.1
UID_02290,0,31.72,0,13.0
UID_09327,1,23.55,0,3.3
UID_03411,0,154.87,0,24.8
UID_04620,1,8.76,1,18.7
UID_05873,2,18.59,2,6.6
UID_13495,2,50.97,0,21.1
UID_02040,0,117.04,0,11.5
UID_09642,2,37.86,0,23.1
UID_13563,0,23.64,0,16.1
UID_06877,0,19.51,0,15.3
UID_14322,0,0.0,2,0.0
UID_09308,2,37.31,0,36.6
UID_10176,0,18.49,0,22.4
UID_04312,1,36.16,0,5.7
UID_11169,0,57.59,0,0.0
UID_14175,0,322.44,0,17.3
UID_08681,0,160.94,0,16.4
UID_03417,0,7.46,0,11.7
UID_06074,3,82.54,0,23.7
UID_05408,0,16.46,0,7.4
UID_12232,0,0.0,0,15.5
UID_13509,0,139.66,0,16.1
UID_06834,1,116.85,0,49.7
UID_06981,0,39.19,0,12.6
UID_06185,0,0.0,0,0.0
UID_10930,2,5.0,0,14.6
UID_09837,0,68.61,0,7.3
UID_06964,2,10.3,0,3.7
UID_03398,0,16.02,0,0.6
UID_04087,0,5.0,0,6.3
UID_00085,0,222.39,0,13.6
UID_09176,0,0.0,2,0.0
