LogID,TransactionID,Model_Version,Prediction_Score,Decision_Engine_Result,Final_Outcome,FeatureVector
LID_065001,TID_065001,v1.3,0.0249,ACCEPT,CLEARED,"{""Txn_Amt"": 104.83, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 77.6}"
LID_065002,TID_065002,v1.4,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 185.16, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 83.0}"
LID_065003,TID_065003,v1.4,0.2502,REVIEW,FRAUD,"{""Txn_Amt"": 272.57, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 36.4}"
LID_065004,TID_065004,v1.3,0.4526,REVIEW,CLEARED,"{""Txn_Amt"": 604.02, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 77.7}"
LID_065005,TID_065005,v1.2,0.0011,ACCEPT,CLEARED,"{""Txn_Amt"": 38.19, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 20.2}"
LID_065006,TID_065006,v1.3,0.0095,ACCEPT,CLEARED,"{""Txn_Amt"": 139.56, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 56.4}"
LID_065007,TID_065007,v1.2,0.0815,ACCEPT,CLEARED,"{""Txn_Amt"": 231.08, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 72.5}"
LID_065008,TID_065008,v1.3,0.0467,ACCEPT,CLEARED,"{""Txn_Amt"": 53.64, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 84.6}"
LID_065009,TID_065009,v1.4,0.0111,ACCEPT,CLEARED,"{""Txn_Amt"": 17.68, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 19.1}"
LID_065010,TID_065010,v1.3,0.0194,ACCEPT,CLEARED,"{""Txn_Amt"": 49.82, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 90.7}"
LID_065011,TID_065011,v1.2,0.2169,REVIEW,CLEARED,"{""Txn_Amt"": 81.91, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 17.0}"
LID_065012,TID_065012,v1.3,0.0646,ACCEPT,CLEARED,"{""Txn_Amt"": 526.85, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 88.2}"
LID_065013,TID_065013,v1.3,0.1002,REVIEW,FRAUD,"{""Txn_Amt"": 33.96, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 85.4}"
LID_065014,TID_065014,v1.4,0.0343,ACCEPT,CLEARED,"{""Txn_Amt"": 117.44, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 67.2}"
LID_065015,TID_065015,v1.4,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 19.36, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 53.0}"
LID_065016,TID_065016,v1.3,0.2011,REVIEW,CLEARED,"{""Txn_Amt"": 70.58, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 66.8}"
LID_065017,TID_065017,v1.3,0.1479,REVIEW,CLEARED,"{""Txn_Amt"": 70.37, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 13.4}"
LID_065018,TID_065018,v1.3,0.0152,ACCEPT,CLEARED,"{""Txn_Amt"": 37.99, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 71.1}"
LID_065019,TID_065019,v1.3,0.019,ACCEPT,CLEARED,"{""Txn_Amt"": 160.24, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 21.5}"
LID_065020,TID_065020,v1.3,0.0668,ACCEPT,CLEARED,"{""Txn_Amt"": 1066.88, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 62.5}"
LID_065021,TID_065021,v1.2,0.0257,ACCEPT,CLEARED,"{""Txn_Amt"": 49.87, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 64.7}"
LID_065022,TID_065022,v1.3,0.0338,ACCEPT,CLEARED,"{""Txn_Amt"": 303.94, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 5.5}"
LID_065023,TID_065023,v1.3,0.0708,ACCEPT,CLEARED,"{""Txn_Amt"": 188.46, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 31.6}"
LID_065024,TID_065024,v1.4,0.0028,ACCEPT,CLEARED,"{""Txn_Amt"": 191.17, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 29.1}"
LID_065025,TID_065025,v1.3,0.0194,ACCEPT,CLEARED,"{""Txn_Amt"": 119.7, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 87.2}"
LID_065026,TID_065026,v1.3,0.1738,REVIEW,CLEARED,"{""Txn_Amt"": 780.62, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 97.7}"
LID_065027,TID_065027,v1.4,0.0191,ACCEPT,CLEARED,"{""Txn_Amt"": 426.75, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 13.6}"
LID_065028,TID_065028,v1.3,0.0075,ACCEPT,CLEARED,"{""Txn_Amt"": 72.23, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 39.6}"
LID_065029,TID_065029,v1.3,0.0933,ACCEPT,CLEARED,"{""Txn_Amt"": 196.43, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 70.5}"
LID_065030,TID_065030,v1.3,0.0456,ACCEPT,CLEARED,"{""Txn_Amt"": 32.48, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 28.7}"
LID_065031,TID_065031,v1.4,0.0043,ACCEPT,CLEARED,"{""Txn_Amt"": 85.87, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 28.9}"
LID_065032,TID_065032,v1.3,0.2738,REVIEW,CLEARED,"{""Txn_Amt"": 45.17, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 18.7}"
LID_065033,TID_065033,v1.3,0.0054,ACCEPT,CLEARED,"{""Txn_Amt"": 657.43, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 89.5}"
LID_065034,TID_065034,v1.3,0.0017,ACCEPT,CLEARED,"{""Txn_Amt"": 31.74, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 22.3}"
LID_065035,TID_065035,v1.3,0.0719,ACCEPT,CLEARED,"{""Txn_Amt"": 147.89, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 97.8}"
LID_065036,TID_065036,v1.4,0.0273,ACCEPT,CLEARED,"{""Txn_Amt"": 105.07, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 85.1}"
LID_065037,TID_065037,v1.4,0.0022,ACCEPT,CLEARED,"{""Txn_Amt"": 91.81, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 48.6}"
LID_065038,TID_065038,v1.3,0.1627,REVIEW,CLEARED,"{""Txn_Amt"": 1607.57, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 72.1}"
LID_065039,TID_065039,v1.4,0.0067,ACCEPT,CLEARED,"{""Txn_Amt"": 36.95, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 23.2}"
LID_065040,TID_065040,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 32.58, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 90.3}"
LID_065041,TID_065041,v1.3,0.2078,REVIEW,CLEARED,"{""Txn_Amt"": 523.5, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 9.8}"
LID_065042,TID_065042,v1.4,0.0051,ACCEPT,CLEARED,"{""Txn_Amt"": 121.76, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 77.2}"
LID_065043,TID_065043,v1.3,0.4342,REVIEW,CLEARED,"{""Txn_Amt"": 26.03, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 92.9}"
LID_065044,TID_065044,v1.3,0.2732,REVIEW,CLEARED,"{""Txn_Amt"": 38.06, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 79.5}"
LID_065045,TID_065045,v1.3,0.1371,REVIEW,CLEARED,"{""Txn_Amt"": 33.73, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 38.5}"
LID_065046,TID_065046,v1.2,0.1579,REVIEW,CLEARED,"{""Txn_Amt"": 79.49, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 78.1}"
LID_065047,TID_065047,v1.3,0.3352,REVIEW,CLEARED,"{""Txn_Amt"": 252.98, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 46.9}"
LID_065048,TID_065048,v1.2,0.0724,ACCEPT,CLEARED,"{""Txn_Amt"": 32.25, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 99.5}"
LID_065049,TID_065049,v1.3,0.0145,ACCEPT,CLEARED,"{""Txn_Amt"": 78.16, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 17.1}"
LID_065050,TID_065050,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 20.75, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 87.9}"
LID_065051,TID_065051,v1.3,0.1578,REVIEW,CLEARED,"{""Txn_Amt"": 109.99, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 97.8}"
LID_065052,TID_065052,v1.4,0.006,ACCEPT,CLEARED,"{""Txn_Amt"": 52.19, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 39.3}"
LID_065053,TID_065053,v1.3,0.0079,ACCEPT,CLEARED,"{""Txn_Amt"": 10.38, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 22.9}"
LID_065054,TID_065054,v1.3,0.019,ACCEPT,CLEARED,"{""Txn_Amt"": 214.03, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 89.6}"
LID_065055,TID_065055,v1.4,0.1071,REVIEW,CLEARED,"{""Txn_Amt"": 214.7, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 57.5}"
LID_065056,TID_065056,v1.2,0.0484,ACCEPT,CLEARED,"{""Txn_Amt"": 42.02, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 28.4}"
LID_065057,TID_065057,v1.3,0.0668,ACCEPT,CLEARED,"{""Txn_Amt"": 43.66, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 13.0}"
LID_065058,TID_065058,v1.3,0.0122,ACCEPT,CLEARED,"{""Txn_Amt"": 25.51, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 63.6}"
LID_065059,TID_065059,v1.4,0.0192,ACCEPT,CLEARED,"{""Txn_Amt"": 36.83, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 72.2}"
LID_065060,TID_065060,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 57.11, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 10.7}"
LID_065061,TID_065061,v1.3,0.0049,ACCEPT,CLEARED,"{""Txn_Amt"": 28.84, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 80.4}"
LID_065062,TID_065062,v1.2,0.2022,REVIEW,CLEARED,"{""Txn_Amt"": 9.19, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 89.2}"
LID_065063,TID_065063,v1.3,0.2415,REVIEW,CLEARED,"{""Txn_Amt"": 156.31, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 21.9}"
LID_065064,TID_065064,v1.3,0.2863,REVIEW,CLEARED,"{""Txn_Amt"": 137.65, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 30.7}"
LID_065065,TID_065065,v1.3,0.0717,ACCEPT,CLEARED,"{""Txn_Amt"": 232.8, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 53.5}"
LID_065066,TID_065066,v1.4,0.0014,ACCEPT,CLEARED,"{""Txn_Amt"": 162.69, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 23.4}"
LID_065067,TID_065067,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 146.39, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 28.0}"
LID_065068,TID_065068,v1.2,0.051,ACCEPT,CLEARED,"{""Txn_Amt"": 121.6, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 73.3}"
LID_065069,TID_065069,v1.3,0.0863,ACCEPT,CLEARED,"{""Txn_Amt"": 182.74, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 34.4}"
LID_065070,TID_065070,v1.3,0.0068,ACCEPT,CLEARED,"{""Txn_Amt"": 49.55, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 66.1}"
LID_065071,TID_065071,v1.4,0.0307,ACCEPT,FRAUD,"{""Txn_Amt"": 125.24, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 27.5}"
LID_065072,TID_065072,v1.3,0.0612,ACCEPT,CLEARED,"{""Txn_Amt"": 172.23, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 6.8}"
LID_065073,TID_065073,v1.4,0.1657,REVIEW,CLEARED,"{""Txn_Amt"": 65.76, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 14.8}"
LID_065074,TID_065074,v1.3,0.0041,ACCEPT,CLEARED,"{""Txn_Amt"": 98.45, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 97.1}"
LID_065075,TID_065075,v1.3,0.0013,ACCEPT,CLEARED,"{""Txn_Amt"": 20.86, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 93.7}"
LID_065076,TID_065076,v1.3,0.0103,ACCEPT,CLEARED,"{""Txn_Amt"": 122.5, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 48.1}"
LID_065077,TID_065077,v1.3,0.0786,ACCEPT,CLEARED,"{""Txn_Amt"": 22.21, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 74.1}"
LID_065078,TID_065078,v1.3,0.2057,REVIEW,CLEARED,"{""Txn_Amt"": 179.05, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 33.7}"
LID_065079,TID_065079,v1.4,0.0204,ACCEPT,CLEARED,"{""Txn_Amt"": 81.69, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 57.8}"
LID_065080,TID_065080,v1.3,0.256,REVIEW,FRAUD,"{""Txn_Amt"": 390.0, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 82.8}"
LID_065081,TID_065081,v1.3,0.1219,REVIEW,CLEARED,"{""Txn_Amt"": 26.13, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 42.3}"
LID_065082,TID_065082,v1.4,0.1087,REVIEW,CLEARED,"{""Txn_Amt"": 444.6, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 19.7}"
LID_065083,TID_065083,v1.3,0.183,REVIEW,CLEARED,"{""Txn_Amt"": 81.8, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 62.7}"
LID_065084,TID_065084,v1.3,0.0047,ACCEPT,CLEARED,"{""Txn_Amt"": 61.05, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 68.5}"
LID_065085,TID_065085,v1.3,0.0042,ACCEPT,CLEARED,"{""Txn_Amt"": 49.23, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 25.0}"
LID_065086,TID_065086,v1.3,0.3226,REVIEW,CLEARED,"{""Txn_Amt"": 57.22, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 33.8}"
LID_065087,TID_065087,v1.3,0.0177,ACCEPT,CLEARED,"{""Txn_Amt"": 48.66, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 17.7}"
LID_065088,TID_065088,v1.3,0.143,REVIEW,CLEARED,"{""Txn_Amt"": 22.64, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 63.6}"
LID_065089,TID_065089,v1.3,0.1114,REVIEW,CLEARED,"{""Txn_Amt"": 111.75, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 36.4}"
LID_065090,TID_065090,v1.4,0.0331,ACCEPT,CLEARED,"{""Txn_Amt"": 381.08, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 20.5}"
LID_065091,TID_065091,v1.4,0.0037,ACCEPT,CLEARED,"{""Txn_Amt"": 54.62, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 24.2}"
LID_065092,TID_065092,v1.3,0.0051,ACCEPT,CLEARED,"{""Txn_Amt"": 33.36, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 56.6}"
LID_065093,TID_065093,v1.3,0.0162,ACCEPT,CLEARED,"{""Txn_Amt"": 48.88, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 15.0}"
LID_065094,TID_065094,v1.3,0.0127,ACCEPT,CLEARED,"{""Txn_Amt"": 99.77, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 25.3}"
LID_065095,TID_065095,v1.3,0.035,ACCEPT,CLEARED,"{""Txn_Amt"": 66.37, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 60.0}"
LID_065096,TID_065096,v1.2,0.1831,REVIEW,CLEARED,"{""Txn_Amt"": 93.59, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 9.6}"
LID_065097,TID_065097,v1.3,0.0027,ACCEPT,CLEARED,"{""Txn_Amt"": 66.52, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 4.3}"
LID_065098,TID_065098,v1.3,0.1382,REVIEW,CLEARED,"{""Txn_Amt"": 243.3, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 44.4}"
LID_065099,TID_065099,v1.3,0.0593,ACCEPT,CLEARED,"{""Txn_Amt"": 29.33, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 92.0}"
LID_065100,TID_065100,v1.3,0.0829,ACCEPT,CLEARED,"{""Txn_Amt"": 72.53, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 91.1}"
LID_065101,TID_065101,v1.3,0.1492,REVIEW,CLEARED,"{""Txn_Amt"": 73.73, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 42.2}"
LID_065102,TID_065102,v1.3,0.0019,ACCEPT,CLEARED,"{""Txn_Amt"": 229.95, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 39.4}"
LID_065103,TID_065103,v1.2,0.1956,REVIEW,CLEARED,"{""Txn_Amt"": 29.89, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 82.5}"
LID_065104,TID_065104,v1.3,0.0587,ACCEPT,CLEARED,"{""Txn_Amt"": 33.75, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 82.1}"
LID_065105,TID_065105,v1.4,0.0129,ACCEPT,CLEARED,"{""Txn_Amt"": 70.24, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 30.0}"
LID_065106,TID_065106,v1.3,0.072,ACCEPT,CLEARED,"{""Txn_Amt"": 60.48, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 78.1}"
LID_065107,TID_065107,v1.3,0.3218,REVIEW,CLEARED,"{""Txn_Amt"": 207.37, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 76.7}"
LID_065108,TID_065108,v1.3,0.0402,ACCEPT,CLEARED,"{""Txn_Amt"": 50.28, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 79.8}"
LID_065109,TID_065109,v1.3,0.0053,ACCEPT,CLEARED,"{""Txn_Amt"": 31.61, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 75.3}"
LID_065110,TID_065110,v1.3,0.0297,ACCEPT,CLEARED,"{""Txn_Amt"": 76.86, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 88.5}"
LID_065111,TID_065111,v1.2,0.1562,REVIEW,CLEARED,"{""Txn_Amt"": 221.32, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 28.2}"
LID_065112,TID_065112,v1.4,0.0773,ACCEPT,CLEARED,"{""Txn_Amt"": 63.33, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 35.2}"
LID_065113,TID_065113,v1.4,0.0198,ACCEPT,CLEARED,"{""Txn_Amt"": 96.74, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 17.1}"
LID_065114,TID_065114,v1.2,0.0114,ACCEPT,CLEARED,"{""Txn_Amt"": 276.33, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 43.3}"
LID_065115,TID_065115,v1.4,0.0264,ACCEPT,CLEARED,"{""Txn_Amt"": 152.5, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 94.6}"
LID_065116,TID_065116,v1.2,0.0668,ACCEPT,CLEARED,"{""Txn_Amt"": 35.64, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 27.7}"
LID_065117,TID_065117,v1.3,0.0446,ACCEPT,CLEARED,"{""Txn_Amt"": 820.45, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 1.3}"
LID_065118,TID_065118,v1.3,0.0107,ACCEPT,CLEARED,"{""Txn_Amt"": 116.94, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 73.3}"
LID_065119,TID_065119,v1.3,0.1542,REVIEW,CLEARED,"{""Txn_Amt"": 256.96, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 68.1}"
LID_065120,TID_065120,v1.2,0.2887,REVIEW,CLEARED,"{""Txn_Amt"": 29.73, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 16.0}"
LID_065121,TID_065121,v1.4,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 74.56, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 20.4}"
LID_065122,TID_065122,v1.2,0.013,ACCEPT,CLEARED,"{""Txn_Amt"": 310.37, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 95.8}"
LID_065123,TID_065123,v1.3,0.2555,REVIEW,CLEARED,"{""Txn_Amt"": 111.78, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 76.0}"
LID_065124,TID_065124,v1.3,0.0157,ACCEPT,CLEARED,"{""Txn_Amt"": 15.28, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 15.5}"
LID_065125,TID_065125,v1.3,0.0066,ACCEPT,CLEARED,"{""Txn_Amt"": 17.6, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 12.1}"
LID_065126,TID_065126,v1.4,0.0053,ACCEPT,CLEARED,"{""Txn_Amt"": 39.5, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 43.7}"
LID_065127,TID_065127,v1.3,0.0355,ACCEPT,CLEARED,"{""Txn_Amt"": 79.04, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 91.4}"
LID_065128,TID_065128,v1.4,0.0016,ACCEPT,CLEARED,"{""Txn_Amt"": 354.35, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 97.7}"
LID_065129,TID_065129,v1.4,0.0221,ACCEPT,CLEARED,"{""Txn_Amt"": 115.76, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 34.6}"
LID_065130,TID_065130,v1.4,0.2031,REVIEW,CLEARED,"{""Txn_Amt"": 182.68, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 22.9}"
LID_065131,TID_065131,v1.3,0.206,REVIEW,CLEARED,"{""Txn_Amt"": 176.2, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 84.6}"
LID_065132,TID_065132,v1.3,0.0059,ACCEPT,CLEARED,"{""Txn_Amt"": 54.63, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 65.4}"
LID_065133,TID_065133,v1.4,0.027,ACCEPT,CLEARED,"{""Txn_Amt"": 95.62, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 50.2}"
LID_065134,TID_065134,v1.4,0.0298,ACCEPT,CLEARED,"{""Txn_Amt"": 1057.08, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 96.2}"
LID_065135,TID_065135,v1.3,0.0649,ACCEPT,CLEARED,"{""Txn_Amt"": 60.43, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 34.4}"
LID_065136,TID_065136,v1.2,0.1364,REVIEW,CLEARED,"{""Txn_Amt"": 37.31, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 61.8}"
LID_065137,TID_065137,v1.4,0.2122,REVIEW,CLEARED,"{""Txn_Amt"": 97.19, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 8.7}"
LID_065138,TID_065138,v1.3,0.1762,REVIEW,CLEARED,"{""Txn_Amt"": 11.08, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 70.5}"
LID_065139,TID_065139,v1.3,0.0474,ACCEPT,CLEARED,"{""Txn_Amt"": 62.78, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 86.7}"
LID_065140,TID_065140,v1.2,0.2971,REVIEW,CLEARED,"{""Txn_Amt"": 64.23, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 17.4}"
LID_065141,TID_065141,v1.4,0.0054,ACCEPT,CLEARED,"{""Txn_Amt"": 11.68, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 60.3}"
LID_065142,TID_065142,v1.2,0.0429,ACCEPT,CLEARED,"{""Txn_Amt"": 47.02, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 57.0}"
LID_065143,TID_065143,v1.3,0.0062,ACCEPT,CLEARED,"{""Txn_Amt"": 72.95, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 70.4}"
LID_065144,TID_065144,v1.3,0.023,ACCEPT,CLEARED,"{""Txn_Amt"": 218.21, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 4.1}"
