MerchantID,Industry_Code,Avg_Transaction_Size,Fraud_Rate_30d,GeoBlacklist
MID_51007,IND_08,153.16,0.0077,"[""KP"", ""SY""]"
MID_51008,IND_10,521.91,0.0022,"[""CD"", ""IR""]"
MID_51009,IND_10,596.18,0.0107,"[""VE""]"
MID_51010,IND_15,204.42,0.014,[]
MID_51011,IND_05,719.3,0.0076,[]
MID_51012,IND_04,680.97,0.0087,[]
MID_51013,IND_07,214.8,0.0111,[]
MID_51014,IND_20,115.47,0.0133,[]
MID_51015,IND_14,95.15,0.0047,"[""IQ"", ""KP""]"
MID_51016,IND_08,468.9,0.0083,[]
MID_51017,IND_27,20.26,0.0084,"[""AF""]"
MID_51018,IND_10,541.72,0.0063,[]
MID_51019,IND_08,170.4,0.0035,"[""RU""]"
MID_51020,IND_24,16.84,0.0022,[]
MID_51021,IND_16,106.3,0.0153,"[""CD"", ""KP""]"
MID_51022,IND_03,1.0,0.0012,[]
MID_51023,IND_04,479.99,0.0075,[]
MID_51024,IND_15,261.86,0.0069,[]
MID_51025,IND_14,18.3,0.003,"[""UA"", ""RU""]"
MID_51026,IND_20,49.11,0.0206,[]
MID_51027,IND_16,259.84,0.0049,"[""AF""]"
MID_51028,IND_07,110.16,0.011,"[""VE""]"
MID_51029,IND_04,198.88,0.0155,"[""AF"", ""VE"", ""UA""]"
MID_51030,IND_17,23.65,0.0032,"[""IR"", ""RU"", ""CD""]"
MID_51031,IND_17,10.81,0.0052,"[""AF"", ""CD"", ""SY""]"
MID_51032,IND_07,122.92,0.005,"[""IQ"", ""KP""]"
MID_51033,IND_20,225.76,0.0041,[]
MID_51034,IND_21,13.12,0.0105,"[""UA"", ""SY""]"
MID_51035,IND_06,325.91,0.0079,"[""CD"", ""SY""]"
MID_51036,IND_15,134.97,0.0159,"[""IR""]"
MID_51037,IND_08,1.0,0.0061,[]
MID_51038,IND_24,47.06,0.0034,[]
MID_51039,IND_01,805.42,0.0058,[]
MID_51040,IND_01,1.0,0.0092,"[""RU""]"
MID_51041,IND_14,212.16,0.0026,"[""KP"", ""CD""]"
MID_51042,IND_09,1.0,0.0067,[]
MID_51043,IND_17,112.88,0.009,"[""RU""]"
MID_51044,IND_29,59.66,0.0044,[]
MID_51045,IND_01,1370.13,0.0043,"[""AF"", ""SY""]"
MID_51046,IND_16,96.02,0.0051,[]
MID_51047,IND_12,60.11,0.0072,"[""CD"", ""UA""]"
MID_51048,IND_13,237.35,0.0068,[]
MID_51049,IND_08,508.56,0.0051,[]
MID_51050,IND_16,75.29,0.0045,[]
MID_51051,IND_17,92.88,0.0024,[]
MID_51052,IND_02,118.62,0.0174,[]
MID_51053,IND_14,248.91,0.0132,[]
MID_51054,IND_18,194.8,0.0152,[]
MID_51055,IND_11,56.65,0.0133,"[""SY"", ""VE""]"
MID_51056,IND_05,525.93,0.0034,[]
MID_51057,IND_19,304.19,0.0121,"[""CD""]"
MID_51058,IND_18,249.98,0.0055,[]
MID_51059,IND_23,38.42,0.0061,[]
MID_51060,IND_01,881.08,0.004,[]
MID_51061,IND_03,635.71,0.0101,[]
MID_51062,IND_06,780.65,0.0117,[]
MID_51063,IND_17,259.4,0.0071,"[""IR""]"
MID_51064,IND_01,659.37,0.0157,[]
MID_51065,IND_02,1082.47,0.0034,"[""SY""]"
MID_51066,IND_12,204.41,0.0067,"[""IQ"", ""AF"", ""KP""]"
MID_51067,IND_13,234.72,0.0035,"[""KP""]"
MID_51068,IND_28,33.99,0.0136,[]
MID_51069,IND_08,381.18,0.004,"[""IR"", ""UA""]"
MID_51070,IND_17,133.36,0.0068,"[""IR""]"
MID_51071,IND_13,192.97,0.0059,[]
MID_51072,IND_01,423.19,0.0075,"[""CD"", ""RU""]"
MID_51073,IND_12,87.05,0.0033,"[""RU""]"
MID_51074,IND_22,30.79,0.0168,[]
MID_51075,IND_25,35.04,0.0062,[]
MID_51076,IND_01,337.63,0.0145,[]
MID_51077,IND_14,190.86,0.0069,"[""VE"", ""UA""]"
MID_51078,IND_16,121.31,0.0043,"[""KP"", ""VE""]"
MID_51079,IND_05,1.0,0.0074,[]
MID_51080,IND_05,1119.98,0.0069,"[""VE"", ""AF""]"
MID_51081,IND_03,270.13,0.013,"[""SY"", ""UA"", ""IQ""]"
MID_51082,IND_06,326.81,0.0063,"[""IQ""]"
MID_51083,IND_03,1.0,0.0031,"[""VE"", ""KP""]"
MID_51084,IND_12,189.53,0.0017,"[""IR""]"
MID_51085,IND_14,21.84,0.0049,"[""SY""]"
MID_51086,IND_04,649.4,0.0099,"[""AF"", ""IQ""]"
MID_51087,IND_10,790.99,0.0042,"[""RU"", ""IQ"", ""SY""]"
MID_51088,IND_14,149.85,0.01,"[""VE""]"
MID_51089,IND_13,53.62,0.0034,[]
MID_51090,IND_12,127.61,0.0164,"[""IQ""]"
MID_51091,IND_21,27.9,0.0046,[]
MID_51092,IND_13,209.38,0.0054,[]
MID_51093,IND_02,490.36,0.0138,[]
MID_51094,IND_17,92.09,0.0091,"[""IR""]"
MID_51095,IND_03,410.62,0.0047,"[""VE"", ""IQ"", ""AF""]"
MID_51096,IND_12,119.81,0.0166,"[""KP"", ""CD""]"
MID_51097,IND_02,1.0,0.0084,"[""IR"", ""CD"", ""KP""]"
MID_51098,IND_16,236.34,0.0119,[]
MID_51099,IND_14,290.94,0.0103,[]
MID_51100,IND_03,1209.25,0.0019,"[""SY""]"
MID_51101,IND_07,466.37,0.0145,"[""IR""]"
MID_51102,IND_22,34.65,0.0098,"[""UA"", ""SY""]"
MID_51103,IND_14,217.82,0.0089,[]
MID_51104,IND_05,636.74,0.0043,"[""UA""]"
MID_51105,IND_18,157.59,0.0089,[]
MID_51106,IND_04,344.41,0.007,[]
MID_51107,IND_17,154.59,0.0092,"[""VE""]"
MID_51108,IND_12,67.03,0.0101,"[""AF""]"
MID_51109,IND_13,1.0,0.0147,"[""VE"", ""KP""]"
MID_51110,IND_17,189.37,0.0084,[]
MID_51111,IND_18,93.87,0.0054,[]
MID_51112,IND_23,64.47,0.0054,[]
MID_51113,IND_09,138.33,0.0081,[]
MID_51114,IND_04,1.0,0.0036,"[""AF"", ""RU""]"
MID_51115,IND_11,29.07,0.0193,[]
MID_51116,IND_02,648.31,0.009,"[""CD""]"
MID_51117,IND_14,247.12,0.0052,[]
MID_51118,IND_09,1.0,0.0142,"[""SY""]"
MID_51119,IND_22,12.1,0.0075,[]
MID_51120,IND_05,376.82,0.0049,[]
MID_51121,IND_18,215.97,0.003,"[""AF"", ""IR"", ""IQ""]"
MID_51122,IND_17,54.74,0.0096,"[""UA"", ""AF""]"
MID_51123,IND_14,137.09,0.0112,"[""KP"", ""IR"", ""RU""]"
MID_51124,IND_11,156.92,0.012,[]
MID_51125,IND_24,31.22,0.0056,"[""UA"", ""KP""]"
MID_51126,IND_08,589.89,0.0168,"[""CD""]"
MID_51127,IND_11,153.72,0.0085,[]
MID_51128,IND_15,1.0,0.0095,[]
MID_51129,IND_30,9.03,0.0124,"[""VE""]"
MID_51130,IND_12,255.13,0.0136,[]
MID_51131,IND_06,436.26,0.0066,"[""RU""]"
MID_51132,IND_11,264.52,0.0044,[]
MID_51133,IND_18,126.16,0.0077,[]
MID_51134,IND_13,94.27,0.0024,[]
MID_51135,IND_10,306.95,0.0073,"[""IQ""]"
MID_51136,IND_20,21.27,0.0173,"[""IQ"", ""SY""]"
MID_51137,IND_26,50.85,0.0196,"[""KP"", ""IR""]"
MID_51138,IND_05,114.52,0.0018,[]
MID_51139,IND_09,202.82,0.004,[]
MID_51140,IND_13,190.95,0.0082,"[""UA"", ""RU""]"
MID_51141,IND_17,133.71,0.0075,"[""KP""]"
MID_51142,IND_01,1066.28,0.0126,[]
MID_51143,IND_10,204.01,0.015,[]
MID_51144,IND_14,151.19,0.0125,[]
MID_51145,IND_03,479.61,0.0112,[]
MID_51146,IND_22,37.41,0.0161,[]
MID_51147,IND_13,256.27,0.002,"[""CD""]"
MID_51148,IND_07,388.11,0.0101,"[""SY"", ""IR"", ""VE""]"
MID_51149,IND_02,468.14,0.013,"[""SY"", ""IQ"", ""IR""]"
MID_51150,IND_06,748.29,0.0049,[]
MID_51151,IND_12,274.68,0.0106,[]
MID_51152,IND_18,199.95,0.0128,"[""RU""]"
MID_51153,IND_16,187.82,0.0088,"[""SY""]"
MID_51154,IND_19,144.48,0.0036,"[""IQ""]"
MID_51155,IND_12,255.97,0.0062,"[""IR""]"
MID_51156,IND_01,592.83,0.0041,"[""IR"", ""AF""]"
MID_51157,IND_14,255.7,0.0127,[]
MID_51158,IND_11,52.48,0.0198,[]
MID_51159,IND_13,150.31,0.0033,"[""IQ""]"
MID_51160,IND_11,235.95,0.0136,[]
MID_51161,IND_07,178.67,0.0059,[]
MID_51162,IND_07,348.6,0.0112,"[""IQ"", ""UA""]"
MID_51163,IND_09,460.34,0.0059,[]
MID_51164,IND_11,220.64,0.0152,[]
MID_51165,IND_22,8.61,0.0128,"[""SY""]"
MID_51166,IND_04,499.02,0.0129,[]
MID_51167,IND_14,19.52,0.0092,[]
MID_51168,IND_29,61.05,0.0085,[]
MID_51169,IND_20,34.91,0.0019,"[""UA""]"
MID_51170,IND_11,138.84,0.0167,[]
MID_51171,IND_07,910.08,0.018,"[""KP""]"
MID_51172,IND_08,126.71,0.022,[]
MID_51173,IND_16,289.94,0.0057,"[""IR""]"
MID_51174,IND_09,856.63,0.0027,[]
MID_51175,IND_07,786.94,0.003,[]
MID_51176,IND_03,188.82,0.0064,"[""IR""]"
MID_51177,IND_17,117.86,0.0074,[]
MID_51178,IND_10,544.38,0.0094,"[""SY""]"
MID_51179,IND_20,151.51,0.0089,"[""UA""]"
MID_51180,IND_05,1039.92,0.0055,"[""IQ"", ""AF""]"
MID_51181,IND_10,219.28,0.0144,[]
MID_51182,IND_08,1.0,0.0226,[]
MID_51183,IND_13,138.37,0.0092,[]
MID_51184,IND_04,483.93,0.0037,"[""CD""]"
MID_51185,IND_14,144.82,0.0171,[]
MID_51186,IND_25,42.86,0.0216,[]
MID_51187,IND_20,250.51,0.0116,"[""IQ"", ""RU""]"
MID_51188,IND_16,166.35,0.0168,"[""RU"", ""SY"", ""KP""]"
MID_51189,IND_03,431.28,0.0088,"[""IR"", ""VE""]"
MID_51190,IND_19,148.82,0.0079,[]
MID_51191,IND_04,597.54,0.0129,[]
MID_51192,IND_12,134.47,0.0115,[]
MID_51193,IND_12,246.04,0.0143,[]
MID_51194,IND_11,109.44,0.008,[]
MID_51195,IND_05,1.0,0.0119,[]
MID_51196,IND_20,154.04,0.0065,"[""SY"", ""IR""]"
MID_51197,IND_24,58.66,0.0042,[]
MID_51198,IND_16,163.57,0.0146,[]
MID_51199,IND_19,185.18,0.007,"[""RU"", ""IQ""]"
MID_51200,IND_12,53.0,0.0212,[]
MID_51201,IND_18,163.92,0.0137,[]
MID_51202,IND_02,618.99,0.0044,"[""RU"", ""KP""]"
MID_51203,IND_13,51.38,0.0132,[]
MID_51204,IND_04,778.78,0.0122,[]
MID_51205,IND_22,50.37,0.015,"[""KP""]"
MID_51206,IND_05,606.42,0.0083,"[""AF"", ""VE""]"
MID_51207,IND_06,793.39,0.0101,"[""IQ"", ""VE"", ""CD""]"
MID_51208,IND_09,658.32,0.0091,"[""VE"", ""AF""]"
MID_51209,IND_09,1.0,0.0022,[]
MID_51210,IND_13,278.28,0.007,[]
MID_51211,IND_02,469.67,0.0154,"[""IQ""]"
MID_51212,IND_07,612.84,0.0121,[]
MID_51213,IND_09,439.8,0.0099,"[""RU"", ""UA""]"
MID_51214,IND_09,1126.8,0.0154,[]
MID_51215,IND_03,695.66,0.0186,[]
MID_51216,IND_11,88.08,0.0046,"[""RU""]"
MID_51217,IND_11,197.09,0.0123,[]
MID_51218,IND_06,854.6,0.0044,[]
MID_51219,IND_18,361.4,0.0084,[]
MID_51220,IND_29,1.0,0.0117,"[""SY""]"
MID_51221,IND_08,389.8,0.0091,[]
MID_51222,IND_04,519.98,0.0045,"[""AF""]"
MID_51223,IND_17,49.97,0.0051,[]
MID_51224,IND_08,41.52,0.0102,[]
MID_51225,IND_16,227.12,0.0062,"[""UA"", ""IQ""]"
MID_51226,IND_05,627.78,0.0214,"[""UA"", ""VE"", ""RU""]"
MID_51227,IND_07,93.78,0.0144,[]
MID_51228,IND_19,151.17,0.005,[]
MID_51229,IND_11,286.4,0.0088,[]
MID_51230,IND_01,16.49,0.0062,[]
MID_51231,IND_23,45.86,0.0047,"[""AF""]"
MID_51232,IND_12,292.11,0.0182,[]
MID_51233,IND_19,1.0,0.0055,"[""UA""]"
MID_51234,IND_23,16.97,0.0118,[]
MID_51235,IND_14,225.3,0.004,[]
MID_51236,IND_02,939.59,0.0039,"[""CD""]"
MID_51237,IND_15,214.13,0.0068,[]
MID_51238,IND_05,688.93,0.0061,"[""SY""]"
MID_51239,IND_19,218.53,0.0035,"[""UA""]"
MID_51240,IND_13,310.77,0.0223,[]
MID_51241,IND_01,419.72,0.0103,"[""KP""]"
MID_51242,IND_20,161.53,0.002,[]
MID_51243,IND_10,698.02,0.0029,[]
MID_51244,IND_06,1013.45,0.008,"[""IQ"", ""RU""]"
MID_51245,IND_08,429.01,0.0104,[]
MID_51246,IND_16,100.97,0.0084,"[""VE""]"
MID_51247,IND_15,110.2,0.0023,[]
MID_51248,IND_22,86.79,0.0035,"[""IQ"", ""IR""]"
MID_51249,IND_13,153.94,0.0105,"[""UA"", ""AF""]"
MID_51250,IND_10,799.19,0.0113,"[""UA"", ""AF""]"
MID_51251,IND_19,130.43,0.0102,"[""KP"", ""UA""]"
MID_51252,IND_07,70.73,0.0047,[]
MID_51253,IND_20,280.08,0.0119,"[""UA""]"
MID_51254,IND_16,303.31,0.019,"[""VE"", ""SY""]"
MID_51255,IND_04,647.26,0.0127,"[""CD"", ""IQ"", ""IR""]"
MID_51256,IND_04,739.58,0.0131,[]
MID_51257,IND_07,235.71,0.0067,"[""RU""]"
MID_51258,IND_13,81.55,0.0218,"[""AF"", ""IR""]"
MID_51259,IND_09,279.78,0.0043,"[""CD"", ""KP""]"
MID_51260,IND_14,71.8,0.0038,[]
MID_51261,IND_13,124.7,0.0048,[]
MID_51262,IND_16,195.45,0.0079,[]
MID_51263,IND_14,174.05,0.0016,[]
MID_51264,IND_29,1.0,0.0027,[]
MID_51265,IND_09,353.12,0.0219,[]
MID_51266,IND_08,881.64,0.0059,"[""IQ"", ""CD""]"
MID_51267,IND_14,260.08,0.0064,"[""VE""]"
MID_51268,IND_04,638.17,0.0116,[]
MID_51269,IND_20,150.76,0.0019,[]
MID_51270,IND_19,1.0,0.0099,[]
MID_51271,IND_20,297.09,0.009,"[""KP""]"
MID_51272,IND_14,35.68,0.0084,[]
MID_51273,IND_08,686.34,0.0059,[]
MID_51274,IND_19,88.48,0.008,[]
MID_51275,IND_04,452.58,0.0146,"[""UA""]"
MID_51276,IND_21,15.89,0.0047,"[""KP""]"
MID_51277,IND_17,171.61,0.0021,[]
MID_51278,IND_06,72.01,0.0088,"[""IR"", ""AF""]"
MID_51279,IND_09,411.36,0.0032,[]
MID_51280,IND_15,155.99,0.0049,[]
MID_51281,IND_03,239.5,0.0031,"[""UA""]"
MID_51282,IND_13,1.0,0.0076,[]
MID_51283,IND_20,102.87,0.0084,"[""IQ""]"
MID_51284,IND_12,40.37,0.0087,[]
MID_51285,IND_01,101.82,0.0149,[]
MID_51286,IND_06,1.0,0.014,"[""CD""]"
MID_51287,IND_12,180.33,0.0057,"[""VE"", ""IQ"", ""CD""]"
MID_51288,IND_03,221.65,0.0075,"[""IQ"", ""CD""]"
MID_51289,IND_03,807.94,0.0115,[]
MID_51290,IND_12,158.53,0.0017,[]
MID_51291,IND_13,159.99,0.0054,"[""IQ""]"
MID_51292,IND_24,23.6,0.0081,[]
MID_51293,IND_01,422.04,0.0023,[]
MID_51294,IND_09,472.71,0.0043,[]
MID_51295,IND_10,270.19,0.0128,[]
MID_51296,IND_17,120.17,0.009,[]
MID_51297,IND_06,111.33,0.0079,[]
MID_51298,IND_11,190.96,0.0175,[]
MID_51299,IND_15,135.6,0.0062,"[""UA"", ""RU""]"
MID_51300,IND_01,244.89,0.0145,[]
MID_51301,IND_16,81.23,0.0164,[]
MID_51302,IND_19,51.3,0.0034,[]
MID_51303,IND_05,292.5,0.0119,"[""IR""]"
MID_51304,IND_17,278.68,0.0134,[]
MID_51305,IND_09,904.68,0.0133,"[""CD""]"
MID_51306,IND_04,71.81,0.005,"[""CD""]"
MID_51307,IND_04,304.2,0.0058,[]
MID_51308,IND_05,278.81,0.0031,[]
MID_51309,IND_14,242.68,0.0125,[]
MID_51310,IND_14,258.73,0.0199,"[""KP"", ""CD""]"
MID_51311,IND_15,30.19,0.0125,[]
MID_51312,IND_17,216.75,0.0049,"[""CD""]"
MID_51313,IND_11,187.11,0.0136,"[""UA""]"
MID_51314,IND_02,618.7,0.0068,"[""KP"", ""UA""]"
MID_51315,IND_03,465.63,0.0136,[]
MID_51316,IND_15,128.26,0.0165,[]
MID_51317,IND_02,832.47,0.0138,[]
MID_51318,IND_20,207.29,0.0023,"[""VE""]"
MID_51319,IND_03,212.54,0.005,[]
MID_51320,IND_07,282.71,0.0081,[]
MID_51321,IND_18,245.6,0.0091,[]
MID_51322,IND_12,265.52,0.0137,[]
MID_51323,IND_20,277.27,0.0056,[]
MID_51324,IND_29,60.94,0.0208,[]
MID_51325,IND_07,21.69,0.0073,[]
MID_51326,IND_06,358.66,0.0135,"[""RU""]"
MID_51327,IND_03,556.16,0.0113,"[""VE"", ""UA""]"
MID_51328,IND_03,927.98,0.0089,[]
MID_51329,IND_05,1.0,0.0087,[]
MID_51330,IND_12,101.46,0.0048,[]
MID_51331,IND_07,159.74,0.0148,"[""KP"", ""IQ""]"
MID_51332,IND_02,968.18,0.0122,[]
MID_51333,IND_15,76.48,0.0102,"[""AF"", ""KP""]"
MID_51334,IND_06,104.48,0.0091,[]
MID_51335,IND_18,169.35,0.0059,[]
MID_51336,IND_10,296.27,0.0115,"[""IR""]"
MID_51337,IND_19,103.78,0.0088,[]
MID_51338,IND_20,78.62,0.0032,[]
MID_51339,IND_20,198.08,0.0058,"[""UA"", ""SY""]"
MID_51340,IND_12,78.51,0.0161,[]
MID_51341,IND_03,216.48,0.0079,"[""VE"", ""IQ"", ""CD""]"
MID_51342,IND_30,41.05,0.0029,[]
MID_51343,IND_08,406.47,0.0087,"[""IQ""]"
MID_51344,IND_08,992.18,0.0014,"[""IR""]"
MID_51345,IND_16,314.88,0.0029,"[""IQ"", ""SY""]"
MID_51346,IND_08,518.19,0.003,[]
MID_51347,IND_04,260.26,0.0137,[]
MID_51348,IND_02,189.32,0.0194,[]
MID_51349,IND_03,1033.1,0.0127,[]
MID_51350,IND_11,299.93,0.0063,[]
MID_51351,IND_18,39.5,0.0082,[]
MID_51352,IND_05,538.44,0.0074,"[""KP""]"
MID_51353,IND_02,1.0,0.0187,"[""IR""]"
MID_51354,IND_18,139.52,0.0076,[]
MID_51355,IND_01,800.61,0.0046,[]
MID_51356,IND_05,479.08,0.0074,[]
MID_51357,IND_09,918.85,0.0051,"[""IQ""]"
MID_51358,IND_09,880.42,0.0079,"[""IR"", ""CD""]"
MID_51359,IND_05,760.7,0.0051,[]
MID_51360,IND_14,81.18,0.0153,[]
MID_51361,IND_18,240.8,0.0058,"[""SY"", ""KP"", ""RU""]"
MID_51362,IND_06,208.85,0.012,[]
MID_51363,IND_28,47.72,0.0114,"[""IQ"", ""RU""]"
MID_51364,IND_08,258.68,0.0098,[]
MID_51365,IND_03,469.91,0.0097,"[""UA""]"
MID_51366,IND_07,388.12,0.0077,[]
MID_51367,IND_16,212.29,0.0077,[]
MID_51368,IND_03,596.1,0.0035,"[""SY""]"
MID_51369,IND_07,403.53,0.0065,"[""SY""]"
MID_51370,IND_20,152.11,0.0103,[]
MID_51371,IND_15,183.83,0.0132,[]
MID_51372,IND_10,782.08,0.0127,"[""IQ"", ""IR""]"
MID_51373,IND_04,856.79,0.0041,"[""UA"", ""IQ""]"
MID_51374,IND_21,54.02,0.0094,[]
MID_51375,IND_09,848.54,0.0033,"[""IR""]"
MID_51376,IND_20,55.01,0.0115,[]
MID_51377,IND_15,47.45,0.0155,[]
MID_51378,IND_17,264.91,0.0026,"[""VE"", ""IQ""]"
MID_51379,IND_02,789.31,0.0077,"[""SY"", ""IR"", ""UA""]"
MID_51380,IND_01,325.43,0.0205,[]
MID_51381,IND_20,37.51,0.0068,[]
MID_51382,IND_17,244.04,0.0042,[]
MID_51383,IND_30,24.19,0.0026,"[""VE""]"
MID_51384,IND_04,723.47,0.0052,[]
MID_51385,IND_06,399.29,0.0023,"[""VE""]"
MID_51386,IND_01,697.41,0.0042,[]
MID_51387,IND_14,131.74,0.0032,"[""AF""]"
MID_51388,IND_11,93.41,0.0168,[]
MID_51389,IND_19,209.55,0.0036,[]
MID_51390,IND_26,21.82,0.0157,"[""VE"", ""AF""]"
MID_51391,IND_16,173.9,0.0112,[]
MID_51392,IND_05,192.59,0.0023,"[""UA""]"
MID_51393,IND_10,320.63,0.0183,"[""VE"", ""RU"", ""UA""]"
MID_51394,IND_12,200.33,0.011,[]
MID_51395,IND_11,171.8,0.0107,[]
MID_51396,IND_18,259.04,0.008,"[""IR""]"
MID_51397,IND_01,422.24,0.0065,[]
MID_51398,IND_02,208.79,0.0192,[]
MID_51399,IND_12,143.47,0.016,[]
MID_51400,IND_04,982.98,0.0012,[]
MID_51401,IND_11,135.91,0.0065,[]
MID_51402,IND_18,157.94,0.0023,"[""CD"", ""AF""]"
MID_51403,IND_04,442.35,0.0188,"[""SY"", ""CD"", ""UA""]"
MID_51404,IND_17,45.44,0.0221,"[""UA""]"
MID_51405,IND_26,51.36,0.0021,[]
MID_51406,IND_14,89.0,0.0141,[]
MID_51407,IND_09,518.02,0.0094,[]
MID_51408,IND_05,471.45,0.0079,[]
MID_51409,IND_19,177.68,0.0084,[]
MID_51410,IND_16,115.67,0.0042,"[""RU"", ""VE""]"
MID_51411,IND_16,38.26,0.0131,"[""IQ"", ""SY""]"
MID_51412,IND_07,472.51,0.0133,[]
MID_51413,IND_01,476.76,0.003,"[""VE"", ""RU""]"
MID_51414,IND_19,196.66,0.0079,[]
MID_51415,IND_11,40.74,0.0112,[]
MID_51416,IND_05,501.68,0.0082,[]
MID_51417,IND_14,83.78,0.0063,[]
MID_51418,IND_08,919.71,0.013,"[""RU""]"
MID_51419,IND_17,130.78,0.0034,"[""UA"", ""IQ""]"
MID_51420,IND_20,239.12,0.0128,[]
MID_51421,IND_18,159.28,0.0081,"[""RU""]"
MID_51422,IND_18,159.78,0.0118,[]
MID_51423,IND_10,697.41,0.0172,"[""KP"", ""IR""]"
MID_51424,IND_16,231.88,0.0138,"[""UA"", ""VE""]"
MID_51425,IND_04,545.95,0.0035,[]
MID_51426,IND_02,652.57,0.0034,"[""IR"", ""RU""]"
MID_51427,IND_06,385.76,0.0037,[]
MID_51428,IND_01,254.27,0.0076,[]
MID_51429,IND_20,176.43,0.0173,"[""KP"", ""SY""]"
MID_51430,IND_14,172.55,0.009,[]
MID_51431,IND_06,408.08,0.0037,[]
MID_51432,IND_14,222.41,0.0146,"[""IR"", ""VE""]"
MID_51433,IND_02,129.39,0.0067,[]
MID_51434,IND_12,1.0,0.0229,[]
MID_51435,IND_12,83.01,0.0049,[]
MID_51436,IND_28,49.93,0.0022,[]
MID_51437,IND_03,604.06,0.0153,[]
MID_51438,IND_04,656.6,0.0023,"[""UA"", ""AF""]"
MID_51439,IND_14,240.8,0.0079,"[""RU""]"
MID_51440,IND_20,146.05,0.0053,[]
MID_51441,IND_05,305.44,0.0079,[]
MID_51442,IND_07,549.13,0.0035,[]
MID_51443,IND_17,70.81,0.0095,[]
MID_51444,IND_19,110.05,0.0128,[]
MID_51445,IND_18,251.79,0.0044,[]
MID_51446,IND_02,946.58,0.008,[]
MID_51447,IND_02,475.64,0.0058,"[""RU"", ""UA""]"
MID_51448,IND_08,554.41,0.0046,"[""CD""]"
MID_51449,IND_12,96.31,0.0034,[]
MID_51450,IND_10,407.01,0.007,[]
MID_51451,IND_03,501.86,0.0061,"[""CD""]"
MID_51452,IND_07,316.64,0.0092,[]
MID_51453,IND_04,567.96,0.0096,"[""CD""]"
MID_51454,IND_02,377.8,0.0208,[]
MID_51455,IND_17,429.66,0.0054,[]
MID_51456,IND_13,66.46,0.0031,[]
MID_51457,IND_18,244.26,0.017,"[""RU"", ""SY"", ""UA""]"
MID_51458,IND_18,50.57,0.0103,[]
MID_51459,IND_21,43.53,0.0101,"[""AF"", ""IQ"", ""IR""]"
MID_51460,IND_15,174.82,0.0092,[]
MID_51461,IND_17,239.45,0.0115,"[""VE"", ""IQ""]"
MID_51462,IND_18,165.32,0.0205,"[""AF"", ""VE""]"
MID_51463,IND_01,1003.6,0.0032,[]
MID_51464,IND_07,794.36,0.0217,[]
MID_51465,IND_09,404.0,0.0073,[]
MID_51466,IND_12,50.32,0.0204,[]
MID_51467,IND_02,776.22,0.0105,[]
MID_51468,IND_06,676.73,0.0098,[]
MID_51469,IND_09,1089.56,0.0087,"[""CD"", ""KP""]"
MID_51470,IND_08,135.81,0.0146,[]
MID_51471,IND_05,277.67,0.0136,[]
MID_51472,IND_14,172.37,0.0167,[]
MID_51473,IND_12,126.62,0.013,"[""SY"", ""KP""]"
MID_51474,IND_06,1.0,0.0179,[]
MID_51475,IND_13,194.91,0.0025,[]
MID_51476,IND_26,30.73,0.0145,"[""RU"", ""AF""]"
MID_51477,IND_02,905.66,0.0032,"[""IR""]"
MID_51478,IND_10,436.51,0.0101,"[""RU"", ""UA""]"
MID_51479,IND_25,37.34,0.0154,"[""VE"", ""CD""]"
MID_51480,IND_07,1036.76,0.0024,"[""IQ"", ""RU""]"
MID_51481,IND_19,87.84,0.0035,"[""CD"", ""SY""]"
MID_51482,IND_13,1.0,0.0051,"[""IR"", ""SY""]"
MID_51483,IND_09,413.31,0.0033,[]
MID_51484,IND_23,60.57,0.0105,"[""KP"", ""UA""]"
MID_51485,IND_13,215.07,0.0129,[]
MID_51486,IND_12,147.82,0.0082,[]
MID_51487,IND_10,64.92,0.0179,[]
MID_51488,IND_02,334.53,0.0048,"[""UA""]"
MID_51489,IND_10,932.28,0.0134,[]
MID_51490,IND_08,1173.31,0.0035,"[""SY"", ""VE""]"
MID_51491,IND_05,915.1,0.0039,[]
MID_51492,IND_18,90.69,0.0057,"[""RU""]"
MID_51493,IND_05,375.42,0.0091,[]
MID_51494,IND_15,32.31,0.0112,"[""SY""]"
MID_51495,IND_06,20.73,0.0072,[]
MID_51496,IND_14,142.29,0.0013,"[""UA"", ""SY""]"
MID_51497,IND_03,499.32,0.0084,"[""AF""]"
MID_51498,IND_14,104.23,0.0052,[]
MID_51499,IND_08,1103.63,0.0196,"[""RU"", ""CD"", ""KP""]"
MID_51500,IND_16,115.14,0.0145,[]
MID_51501,IND_07,494.9,0.0017,"[""IQ""]"
MID_51502,IND_06,636.28,0.0131,[]
MID_51503,IND_01,650.81,0.0042,[]
MID_51504,IND_20,210.15,0.0017,"[""KP"", ""RU""]"
MID_51505,IND_06,1001.3,0.0062,[]
MID_51506,IND_20,29.02,0.0065,"[""SY""]"
MID_51507,IND_19,325.51,0.0033,[]
MID_51508,IND_01,1339.22,0.0177,"[""IR"", ""AF"", ""UA""]"
MID_51509,IND_19,133.88,0.0014,"[""RU"", ""IQ""]"
MID_51510,IND_12,58.94,0.0097,"[""CD""]"
MID_51511,IND_01,214.21,0.0219,[]
MID_51512,IND_06,850.74,0.0055,[]
MID_51513,IND_03,784.29,0.0143,"[""SY""]"
MID_51514,IND_10,451.02,0.007,[]
MID_51515,IND_13,89.79,0.0202,[]
