Date_Hour,Metric,Transaction_Volume,Total_Amount,Fraud_Count
2025-09-11 10:00:00,P2P_TRANSFER,564,106866.36,4
2025-09-11 11:00:00,CREDIT,853,296421.22,4
2025-09-11 11:00:00,DEBIT,622,144482.1,4
2025-09-11 11:00:00,P2P_TRANSFER,625,134788.52,4
2025-09-11 12:00:00,CREDIT,680,208770.3,4
2025-09-11 12:00:00,DEBIT,709,166928.45,3
2025-09-11 12:00:00,P2P_TRANSFER,385,119374.18,0
2025-09-11 13:00:00,CREDIT,533,104731.85,6
2025-09-11 13:00:00,DEBIT,369,116437.73,1
2025-09-11 13:00:00,P2P_TRANSFER,190,40920.86,0
2025-09-11 14:00:00,CREDIT,362,49661.86,3
2025-09-11 14:00:00,DEBIT,350,42893.65,0
2025-09-11 14:00:00,P2P_TRANSFER,509,142807.98,0
2025-09-11 15:00:00,CREDIT,257,62757.37,1
2025-09-11 15:00:00,DEBIT,397,137427.97,1
2025-09-11 15:00:00,P2P_TRANSFER,299,32159.64,0
2025-09-11 16:00:00,CREDIT,438,94025.16,1
2025-09-11 16:00:00,DEBIT,610,178140.86,3
2025-09-11 16:00:00,P2P_TRANSFER,648,206889.62,3
2025-09-11 17:00:00,CREDIT,370,118243.06,0
2025-09-11 17:00:00,DEBIT,399,123377.07,3
2025-09-11 17:00:00,P2P_TRANSFER,554,106370.29,4
2025-09-11 18:00:00,CREDIT,599,70243.03,3
2025-09-11 18:00:00,DEBIT,628,128185.4,1
2025-09-11 18:00:00,P2P_TRANSFER,842,57759.55,0
2025-09-11 19:00:00,CREDIT,731,120422.67,4
2025-09-11 19:00:00,DEBIT,797,145855.73,4
2025-09-11 19:00:00,P2P_TRANSFER,554,127212.55,3
2025-09-11 20:00:00,CREDIT,806,245890.28,4
2025-09-11 20:00:00,DEBIT,460,131991.72,4
2025-09-11 20:00:00,P2P_TRANSFER,487,109033.94,3
2025-09-11 21:00:00,CREDIT,268,102575.61,0
2025-09-11 21:00:00,DEBIT,521,125890.7,4
2025-09-11 21:00:00,P2P_TRANSFER,372,57354.78,1
2025-09-11 22:00:00,CREDIT,457,105871.96,1
2025-09-11 22:00:00,DEBIT,399,54177.72,0
2025-09-11 22:00:00,P2P_TRANSFER,426,53656.7,1
2025-09-11 23:00:00,CREDIT,351,101724.07,3
2025-09-11 23:00:00,DEBIT,364,116268.1,1
2025-09-11 23:00:00,P2P_TRANSFER,546,132845.05,4
2025-09-12 00:00:00,CREDIT,480,144900.7,4
2025-09-12 00:00:00,DEBIT,261,33400.55,0
2025-09-12 00:00:00,P2P_TRANSFER,763,178394.15,4
2025-09-12 01:00:00,CREDIT,668,183936.5,3
2025-09-12 01:00:00,DEBIT,730,106245.18,6
2025-09-12 01:00:00,P2P_TRANSFER,990,278024.14,6
2025-09-12 02:00:00,CREDIT,646,141519.99,3
2025-09-12 02:00:00,DEBIT,800,327328.5,3
2025-09-12 02:00:00,P2P_TRANSFER,561,143851.87,3
2025-09-12 03:00:00,CREDIT,280,76316.11,1
2025-09-12 03:00:00,DEBIT,630,166576.13,3
2025-09-12 03:00:00,P2P_TRANSFER,460,45084.37,0
2025-09-12 04:00:00,CREDIT,644,201885.06,4
2025-09-12 04:00:00,DEBIT,65,16579.0,0
2025-09-12 04:00:00,P2P_TRANSFER,351,129129.49,1
2025-09-12 05:00:00,CREDIT,344,30219.76,3
2025-09-12 05:00:00,DEBIT,349,97882.14,1
2025-09-12 05:00:00,P2P_TRANSFER,127,41934.45,0
2025-09-12 06:00:00,CREDIT,78,18584.16,0
2025-09-12 06:00:00,DEBIT,184,52658.98,1
2025-09-12 06:00:00,P2P_TRANSFER,384,84149.6,1
2025-09-12 07:00:00,CREDIT,312,89691.3,3
2025-09-12 07:00:00,DEBIT,686,15838.89,3
2025-09-12 07:00:00,P2P_TRANSFER,518,101241.38,0
2025-09-12 08:00:00,CREDIT,241,89393.59,1
2025-09-12 08:00:00,DEBIT,191,24871.16,0
2025-09-12 08:00:00,P2P_TRANSFER,618,217861.58,1
2025-09-12 09:00:00,CREDIT,209,48062.1,0
2025-09-12 09:00:00,DEBIT,530,157371.5,3
2025-09-12 09:00:00,P2P_TRANSFER,822,285780.51,4
2025-09-12 10:00:00,CREDIT,609,160038.18,1
2025-09-12 10:00:00,DEBIT,469,153394.48,3
2025-09-12 10:00:00,P2P_TRANSFER,614,215713.87,3
2025-09-12 11:00:00,CREDIT,876,300618.37,6
2025-09-12 11:00:00,DEBIT,768,226497.42,4
2025-09-12 11:00:00,P2P_TRANSFER,608,118442.78,4
2025-09-12 12:00:00,CREDIT,653,162645.49,6
2025-09-12 12:00:00,DEBIT,478,100299.22,3
2025-09-12 12:00:00,P2P_TRANSFER,462,122774.94,3
2025-09-12 13:00:00,CREDIT,227,47892.29,0
2025-09-12 13:00:00,DEBIT,347,119220.42,0
2025-09-12 13:00:00,P2P_TRANSFER,351,133133.46,1
2025-09-12 14:00:00,CREDIT,317,95254.77,1
2025-09-12 14:00:00,DEBIT,364,83464.97,1
2025-09-12 14:00:00,P2P_TRANSFER,226,33831.78,1
2025-09-12 15:00:00,CREDIT,410,60978.85,3
2025-09-12 15:00:00,DEBIT,347,81892.4,1
2025-09-12 15:00:00,P2P_TRANSFER,426,139977.97,1
2025-09-12 16:00:00,CREDIT,400,92372.74,0
2025-09-12 16:00:00,DEBIT,436,157099.75,4
2025-09-12 16:00:00,P2P_TRANSFER,363,57168.77,3
2025-09-12 17:00:00,CREDIT,739,139969.97,3
2025-09-12 17:00:00,DEBIT,871,184682.51,6
2025-09-12 17:00:00,P2P_TRANSFER,280,49031.67,0
2025-09-12 18:00:00,CREDIT,871,322120.29,4
2025-09-12 18:00:00,DEBIT,910,267600.71,6
2025-09-12 18:00:00,P2P_TRANSFER,378,108378.22,3
2025-09-12 19:00:00,CREDIT,450,132163.67,4
2025-09-12 19:00:00,DEBIT,596,146410.41,1
2025-09-12 19:00:00,P2P_TRANSFER,733,276558.47,4
2025-09-12 20:00:00,CREDIT,593,182010.88,3
2025-09-12 20:00:00,DEBIT,476,109646.54,6
2025-09-12 20:00:00,P2P_TRANSFER,609,226910.53,6
2025-09-12 21:00:00,CREDIT,362,70004.36,1
2025-09-12 21:00:00,DEBIT,417,134804.82,1
2025-09-12 21:00:00,P2P_TRANSFER,333,97457.77,1
2025-09-12 22:00:00,CREDIT,286,130316.66,3
2025-09-12 22:00:00,DEBIT,355,82697.21,0
2025-09-12 22:00:00,P2P_TRANSFER,391,133079.86,1
2025-09-12 23:00:00,CREDIT,626,83668.72,1
2025-09-12 23:00:00,DEBIT,466,52624.94,1
2025-09-12 23:00:00,P2P_TRANSFER,681,165967.9,4
2025-09-13 00:00:00,CREDIT,376,107750.39,0
2025-09-13 00:00:00,DEBIT,429,154024.55,1
2025-09-13 00:00:00,P2P_TRANSFER,721,150974.78,3
2025-09-13 01:00:00,CREDIT,730,184160.26,4
2025-09-13 01:00:00,DEBIT,736,110309.74,4
2025-09-13 01:00:00,P2P_TRANSFER,575,64613.43,3
2025-09-13 02:00:00,CREDIT,699,128256.79,3
2025-09-13 02:00:00,DEBIT,716,121540.62,1
2025-09-13 02:00:00,P2P_TRANSFER,250,37054.1,0
2025-09-13 03:00:00,CREDIT,770,224363.42,1
2025-09-13 03:00:00,DEBIT,622,88873.55,3
2025-09-13 03:00:00,P2P_TRANSFER,495,94510.96,3
2025-09-13 04:00:00,CREDIT,594,166139.74,3
2025-09-13 04:00:00,DEBIT,469,40373.71,4
2025-09-13 04:00:00,P2P_TRANSFER,431,176219.54,4
2025-09-13 05:00:00,CREDIT,401,148004.09,4
2025-09-13 05:00:00,DEBIT,336,88764.46,0
2025-09-13 05:00:00,P2P_TRANSFER,291,51084.14,0
2025-09-13 06:00:00,CREDIT,337,62072.08,0
2025-09-13 06:00:00,DEBIT,289,91016.34,0
2025-09-13 06:00:00,P2P_TRANSFER,153,24830.89,1
2025-09-13 07:00:00,CREDIT,316,117640.23,4
2025-09-13 07:00:00,DEBIT,378,85372.54,3
2025-09-13 07:00:00,P2P_TRANSFER,437,189629.19,1
2025-09-13 08:00:00,CREDIT,707,126997.22,6
2025-09-13 08:00:00,DEBIT,556,103069.42,3
2025-09-13 08:00:00,P2P_TRANSFER,560,75823.34,1
2025-09-13 09:00:00,CREDIT,543,223564.06,3
2025-09-13 09:00:00,DEBIT,505,124283.91,1
2025-09-13 09:00:00,P2P_TRANSFER,1091,273970.25,7
2025-09-13 10:00:00,CREDIT,747,227929.26,3
2025-09-13 10:00:00,DEBIT,721,164443.65,3
2025-09-13 10:00:00,P2P_TRANSFER,1003,252710.74,7
2025-09-13 11:00:00,CREDIT,884,355087.62,4
2025-09-13 11:00:00,DEBIT,714,244277.17,3
2025-09-13 11:00:00,P2P_TRANSFER,457,120514.3,1
2025-09-13 12:00:00,CREDIT,343,89180.37,3
2025-09-13 12:00:00,DEBIT,513,199302.06,4
2025-09-13 12:00:00,P2P_TRANSFER,382,98819.63,4
2025-09-13 13:00:00,CREDIT,214,36185.67,3
2025-09-13 13:00:00,DEBIT,261,41154.96,3
2025-09-13 13:00:00,P2P_TRANSFER,493,81970.03,0
2025-09-13 14:00:00,CREDIT,434,76095.35,0
2025-09-13 14:00:00,DEBIT,324,22777.46,1
2025-09-13 14:00:00,P2P_TRANSFER,470,87486.27,3
2025-09-13 15:00:00,CREDIT,312,65739.62,4
2025-09-13 15:00:00,DEBIT,277,75964.08,4
2025-09-13 15:00:00,P2P_TRANSFER,422,166243.91,1
2025-09-13 16:00:00,CREDIT,593,198778.35,1
2025-09-13 16:00:00,DEBIT,665,83707.66,4
2025-09-13 16:00:00,P2P_TRANSFER,561,116577.62,4
2025-09-13 17:00:00,CREDIT,677,210782.7,4
2025-09-13 17:00:00,DEBIT,418,74771.88,4
2025-09-13 17:00:00,P2P_TRANSFER,477,181787.66,4
2025-09-13 18:00:00,CREDIT,577,64165.65,1
2025-09-13 18:00:00,DEBIT,744,278410.74,3
2025-09-13 18:00:00,P2P_TRANSFER,506,147545.62,3
2025-09-13 19:00:00,CREDIT,661,103427.14,0
2025-09-13 19:00:00,DEBIT,520,112262.47,6
2025-09-13 19:00:00,P2P_TRANSFER,460,83300.22,0
2025-09-13 20:00:00,CREDIT,360,72686.18,1
2025-09-13 20:00:00,DEBIT,638,163985.5,4
2025-09-13 20:00:00,P2P_TRANSFER,362,94788.94,1
2025-09-13 21:00:00,CREDIT,365,105545.89,1
2025-09-13 21:00:00,DEBIT,415,126604.55,0
2025-09-13 21:00:00,P2P_TRANSFER,393,67980.16,3
2025-09-13 22:00:00,CREDIT,357,100983.32,3
2025-09-13 22:00:00,DEBIT,202,19262.94,0
2025-09-13 22:00:00,P2P_TRANSFER,181,36442.87,3
2025-09-13 23:00:00,CREDIT,443,59184.99,3
2025-09-13 23:00:00,DEBIT,480,182213.86,3
2025-09-13 23:00:00,P2P_TRANSFER,445,140799.09,1
2025-09-14 00:00:00,CREDIT,665,215354.31,1
2025-09-14 00:00:00,DEBIT,416,82606.04,1
2025-09-14 00:00:00,P2P_TRANSFER,548,116188.9,3
2025-09-14 01:00:00,CREDIT,1086,188835.37,6
2025-09-14 01:00:00,DEBIT,421,36421.54,1
2025-09-14 01:00:00,P2P_TRANSFER,759,204071.91,3
2025-09-14 02:00:00,CREDIT,901,236772.29,6
2025-09-14 02:00:00,DEBIT,430,27869.17,0
2025-09-14 02:00:00,P2P_TRANSFER,456,133673.95,3
2025-09-14 03:00:00,CREDIT,207,47069.76,3
2025-09-14 03:00:00,DEBIT,397,92822.1,3
2025-09-14 03:00:00,P2P_TRANSFER,395,77072.45,3
2025-09-14 04:00:00,CREDIT,692,317175.74,6
2025-09-14 04:00:00,DEBIT,556,106695.73,3
2025-09-14 04:00:00,P2P_TRANSFER,592,174013.16,3
2025-09-14 05:00:00,CREDIT,502,133223.18,6
2025-09-14 05:00:00,DEBIT,614,102817.98,3
2025-09-14 05:00:00,P2P_TRANSFER,220,83209.75,0
2025-09-14 06:00:00,CREDIT,315,86931.9,3
2025-09-14 06:00:00,DEBIT,363,96793.77,0
2025-09-14 06:00:00,P2P_TRANSFER,386,108205.16,1
2025-09-14 07:00:00,CREDIT,518,88638.23,1
2025-09-14 07:00:00,DEBIT,671,123416.2,3
2025-09-14 07:00:00,P2P_TRANSFER,450,56581.48,1
2025-09-14 08:00:00,CREDIT,533,128927.78,0
2025-09-14 08:00:00,DEBIT,569,182999.22,3
2025-09-14 08:00:00,P2P_TRANSFER,476,99551.95,1
2025-09-14 09:00:00,CREDIT,695,120918.87,3
2025-09-14 09:00:00,DEBIT,252,80650.48,3
2025-09-14 09:00:00,P2P_TRANSFER,584,161634.76,4
2025-09-14 10:00:00,CREDIT,596,108517.61,4
2025-09-14 10:00:00,DEBIT,463,154820.72,0
2025-09-14 10:00:00,P2P_TRANSFER,577,131542.94,3
2025-09-14 11:00:00,CREDIT,1007,165698.18,3
2025-09-14 11:00:00,DEBIT,526,69065.14,3
2025-09-14 11:00:00,P2P_TRANSFER,612,148264.54,3
2025-09-14 12:00:00,CREDIT,299,64407.58,3
2025-09-14 12:00:00,DEBIT,263,63231.42,1
2025-09-14 12:00:00,P2P_TRANSFER,386,142664.51,1
2025-09-14 13:00:00,CREDIT,723,209404.42,4
2025-09-14 13:00:00,DEBIT,523,121993.98,1
2025-09-14 13:00:00,P2P_TRANSFER,435,59748.44,1
2025-09-14 14:00:00,CREDIT,349,92501.18,3
2025-09-14 14:00:00,DEBIT,203,43745.67,1
2025-09-14 14:00:00,P2P_TRANSFER,361,58669.94,1
2025-09-14 15:00:00,CREDIT,536,123404.64,4
2025-09-14 15:00:00,DEBIT,292,104232.84,0
2025-09-14 15:00:00,P2P_TRANSFER,508,151834.18,3
2025-09-14 16:00:00,CREDIT,276,35280.07,0
2025-09-14 16:00:00,DEBIT,607,174627.63,1
2025-09-14 16:00:00,P2P_TRANSFER,735,216624.3,4
2025-09-14 17:00:00,CREDIT,626,177551.19,0
2025-09-14 17:00:00,DEBIT,565,124683.8,1
2025-09-14 17:00:00,P2P_TRANSFER,602,183539.95,6
2025-09-14 18:00:00,CREDIT,550,174456.01,4
2025-09-14 18:00:00,DEBIT,459,59158.09,3
2025-09-14 18:00:00,P2P_TRANSFER,496,80571.85,0
2025-09-14 19:00:00,CREDIT,723,264240.31,7
2025-09-14 19:00:00,DEBIT,775,143523.86,4
2025-09-14 19:00:00,P2P_TRANSFER,505,107598.82,4
2025-09-14 20:00:00,CREDIT,640,154193.18,6
2025-09-14 20:00:00,DEBIT,243,46442.52,1
2025-09-14 20:00:00,P2P_TRANSFER,427,121781.38,0
2025-09-14 21:00:00,CREDIT,350,112659.17,0
2025-09-14 21:00:00,DEBIT,387,57408.36,1
2025-09-14 21:00:00,P2P_TRANSFER,559,159457.73,6
2025-09-14 22:00:00,CREDIT,288,70598.88,3
2025-09-14 22:00:00,DEBIT,333,101953.1,0
2025-09-14 22:00:00,P2P_TRANSFER,359,14749.81,3
2025-09-14 23:00:00,CREDIT,359,113538.26,1
2025-09-14 23:00:00,DEBIT,234,52091.66,0
2025-09-14 23:00:00,P2P_TRANSFER,533,80677.73,0
2025-09-15 00:00:00,CREDIT,583,158476.16,3
2025-09-15 00:00:00,DEBIT,530,150393.36,3
2025-09-15 00:00:00,P2P_TRANSFER,511,127705.12,1
2025-09-15 01:00:00,CREDIT,501,158537.34,3
2025-09-15 01:00:00,DEBIT,776,231793.16,6
2025-09-15 01:00:00,P2P_TRANSFER,526,155945.96,4
2025-09-15 02:00:00,CREDIT,110,37871.88,0
2025-09-15 02:00:00,DEBIT,411,109545.5,0
2025-09-15 02:00:00,P2P_TRANSFER,735,172946.78,3
2025-09-15 03:00:00,CREDIT,401,85808.32,0
2025-09-15 03:00:00,DEBIT,694,137296.96,4
2025-09-15 03:00:00,P2P_TRANSFER,645,194953.2,4
2025-09-15 04:00:00,CREDIT,472,126699.74,4
2025-09-15 04:00:00,DEBIT,632,154868.33,3
2025-09-15 04:00:00,P2P_TRANSFER,541,151467.5,6
2025-09-15 05:00:00,CREDIT,717,157004.67,3
2025-09-15 05:00:00,DEBIT,375,100151.29,0
2025-09-15 05:00:00,P2P_TRANSFER,585,142269.52,3
2025-09-15 06:00:00,CREDIT,417,107827.34,4
2025-09-15 06:00:00,DEBIT,240,48353.18,0
2025-09-15 06:00:00,P2P_TRANSFER,248,58144.81,3
2025-09-15 07:00:00,CREDIT,432,113791.58,1
2025-09-15 07:00:00,DEBIT,89,26378.75,0
2025-09-15 07:00:00,P2P_TRANSFER,361,98545.28,3
2025-09-15 08:00:00,CREDIT,377,87390.02,1
2025-09-15 08:00:00,DEBIT,675,242108.91,4
2025-09-15 08:00:00,P2P_TRANSFER,378,88491.34,0
2025-09-15 09:00:00,CREDIT,660,268251.28,6
2025-09-15 09:00:00,DEBIT,497,119041.75,3
2025-09-15 09:00:00,P2P_TRANSFER,569,185645.34,3
2025-09-15 10:00:00,CREDIT,592,125697.36,4
2025-09-15 10:00:00,DEBIT,481,146233.38,3
2025-09-15 10:00:00,P2P_TRANSFER,570,137097.83,4
2025-09-15 11:00:00,CREDIT,192,32481.55,1
2025-09-15 11:00:00,DEBIT,747,194469.44,3
2025-09-15 11:00:00,P2P_TRANSFER,784,196828.5,1
2025-09-15 12:00:00,CREDIT,586,161961.25,0
2025-09-15 12:00:00,DEBIT,486,89100.26,3
2025-09-15 12:00:00,P2P_TRANSFER,333,69033.17,3
2025-09-15 13:00:00,CREDIT,476,105888.24,4
2025-09-15 13:00:00,DEBIT,401,29629.24,3
2025-09-15 13:00:00,P2P_TRANSFER,443,107389.59,3
2025-09-15 14:00:00,CREDIT,486,195682.92,3
2025-09-15 14:00:00,DEBIT,283,68895.94,3
2025-09-15 14:00:00,P2P_TRANSFER,467,90944.94,1
2025-09-15 15:00:00,CREDIT,335,62545.58,1
2025-09-15 15:00:00,DEBIT,386,81554.66,3
2025-09-15 15:00:00,P2P_TRANSFER,752,209318.32,6
2025-09-15 16:00:00,CREDIT,401,111432.41,1
2025-09-15 16:00:00,DEBIT,525,69574.57,4
2025-09-15 16:00:00,P2P_TRANSFER,698,203980.42,7
2025-09-15 17:00:00,CREDIT,358,98730.18,1
2025-09-15 17:00:00,DEBIT,456,215247.63,1
2025-09-15 17:00:00,P2P_TRANSFER,733,167669.1,4
2025-09-15 18:00:00,CREDIT,680,241255.98,4
2025-09-15 18:00:00,DEBIT,820,304305.66,7
2025-09-15 18:00:00,P2P_TRANSFER,762,176221.65,3
2025-09-15 19:00:00,CREDIT,548,64437.14,4
2025-09-15 19:00:00,DEBIT,758,105654.74,3
2025-09-15 19:00:00,P2P_TRANSFER,596,163882.22,6
2025-09-15 20:00:00,CREDIT,285,48583.03,1
2025-09-15 20:00:00,DEBIT,641,282101.41,4
2025-09-15 20:00:00,P2P_TRANSFER,409,65635.2,1
2025-09-15 21:00:00,CREDIT,315,77510.12,1
2025-09-15 21:00:00,DEBIT,395,83480.01,1
2025-09-15 21:00:00,P2P_TRANSFER,411,124281.62,4
2025-09-15 22:00:00,CREDIT,297,92556.9,1
2025-09-15 22:00:00,DEBIT,590,187052.01,7
2025-09-15 22:00:00,P2P_TRANSFER,385,151269.21,0
2025-09-15 23:00:00,CREDIT,252,37772.07,1
2025-09-15 23:00:00,DEBIT,540,159548.38,1
2025-09-15 23:00:00,P2P_TRANSFER,403,89460.07,1
2025-09-16 00:00:00,CREDIT,476,114160.72,1
2025-09-16 00:00:00,DEBIT,495,131888.23,1
2025-09-16 00:00:00,P2P_TRANSFER,277,81006.65,1
2025-09-16 01:00:00,CREDIT,364,71115.97,6
2025-09-16 01:00:00,DEBIT,877,190693.06,7
2025-09-16 01:00:00,P2P_TRANSFER,597,63558.18,1
2025-09-16 02:00:00,CREDIT,1011,293821.78,4
2025-09-16 02:00:00,DEBIT,486,62750.49,0
2025-09-16 02:00:00,P2P_TRANSFER,784,193642.11,4
2025-09-16 03:00:00,CREDIT,828,226550.86,3
2025-09-16 03:00:00,DEBIT,688,178891.81,3
2025-09-16 03:00:00,P2P_TRANSFER,458,151672.74,1
2025-09-16 04:00:00,CREDIT,325,38287.94,0
2025-09-16 04:00:00,DEBIT,300,63468.66,1
2025-09-16 04:00:00,P2P_TRANSFER,296,124509.98,1
2025-09-16 05:00:00,CREDIT,232,34016.98,1
2025-09-16 05:00:00,DEBIT,404,103677.88,4
2025-09-16 05:00:00,P2P_TRANSFER,409,95285.96,4
2025-09-16 06:00:00,CREDIT,386,106433.09,3
2025-09-16 06:00:00,DEBIT,268,39510.82,3
2025-09-16 06:00:00,P2P_TRANSFER,246,43709.74,0
2025-09-16 07:00:00,CREDIT,265,47351.01,1
2025-09-16 07:00:00,DEBIT,406,123472.06,3
2025-09-16 07:00:00,P2P_TRANSFER,453,182472.98,4
2025-09-16 08:00:00,CREDIT,431,135230.91,0
2025-09-16 08:00:00,DEBIT,307,103635.34,3
2025-09-16 08:00:00,P2P_TRANSFER,466,120952.91,4
2025-09-16 09:00:00,CREDIT,497,141577.9,3
2025-09-16 09:00:00,DEBIT,470,135998.23,1
2025-09-16 09:00:00,P2P_TRANSFER,958,336075.76,4
2025-09-16 10:00:00,CREDIT,462,128843.27,3
2025-09-16 10:00:00,DEBIT,464,139891.1,0
2025-09-16 10:00:00,P2P_TRANSFER,694,96421.18,3
2025-09-16 11:00:00,CREDIT,667,184276.25,4
2025-09-16 11:00:00,DEBIT,302,44932.84,3
2025-09-16 11:00:00,P2P_TRANSFER,465,158722.44,0
2025-09-16 12:00:00,CREDIT,607,116774.02,1
2025-09-16 12:00:00,DEBIT,412,91119.26,1
2025-09-16 12:00:00,P2P_TRANSFER,478,166222.06,1
2025-09-16 13:00:00,CREDIT,108,39860.76,1
2025-09-16 13:00:00,DEBIT,368,126543.99,0
2025-09-16 13:00:00,P2P_TRANSFER,236,43544.06,1
2025-09-16 14:00:00,CREDIT,353,97818.3,0
2025-09-16 14:00:00,DEBIT,485,83951.87,1
2025-09-16 14:00:00,P2P_TRANSFER,556,166252.49,1
2025-09-16 15:00:00,CREDIT,513,102887.87,1
2025-09-16 15:00:00,DEBIT,364,121713.35,0
2025-09-16 15:00:00,P2P_TRANSFER,575,108449.56,4
2025-09-16 16:00:00,CREDIT,377,77106.0,1
2025-09-16 16:00:00,DEBIT,953,298457.79,7
2025-09-16 16:00:00,P2P_TRANSFER,252,70851.32,1
2025-09-16 17:00:00,CREDIT,522,127784.15,1
2025-09-16 17:00:00,DEBIT,651,95084.81,1
2025-09-16 17:00:00,P2P_TRANSFER,462,137228.5,4
2025-09-16 18:00:00,CREDIT,753,244603.22,3
2025-09-16 18:00:00,DEBIT,993,260846.98,6
2025-09-16 18:00:00,P2P_TRANSFER,1012,143182.99,3
2025-09-16 19:00:00,CREDIT,750,196440.85,4
2025-09-16 19:00:00,DEBIT,490,83831.11,0
2025-09-16 19:00:00,P2P_TRANSFER,791,218627.28,4
2025-09-16 20:00:00,CREDIT,377,72161.44,0
2025-09-16 20:00:00,DEBIT,503,96484.41,1
2025-09-16 20:00:00,P2P_TRANSFER,478,109510.32,0
2025-09-16 21:00:00,CREDIT,590,76407.06,3
2025-09-16 21:00:00,DEBIT,320,100349.84,4
2025-09-16 21:00:00,P2P_TRANSFER,388,106165.44,3
2025-09-16 22:00:00,CREDIT,379,128339.81,1
2025-09-16 22:00:00,DEBIT,301,71713.18,1
2025-09-16 22:00:00,P2P_TRANSFER,334,86057.54,1
2025-09-16 23:00:00,CREDIT,390,80534.54,0
2025-09-16 23:00:00,DEBIT,473,61170.85,3
2025-09-16 23:00:00,P2P_TRANSFER,587,144172.14,1
2025-09-17 00:00:00,CREDIT,482,153679.34,1
2025-09-17 00:00:00,DEBIT,154,46825.34,4
2025-09-17 00:00:00,P2P_TRANSFER,785,144976.05,6
2025-09-17 01:00:00,CREDIT,585,186333.22,1
2025-09-17 01:00:00,DEBIT,543,148489.76,3
2025-09-17 01:00:00,P2P_TRANSFER,701,171423.38,3
2025-09-17 02:00:00,CREDIT,678,17443.58,0
2025-09-17 02:00:00,DEBIT,894,295346.98,3
2025-09-17 02:00:00,P2P_TRANSFER,847,73757.1,1
2025-09-17 03:00:00,CREDIT,817,250555.51,4
2025-09-17 03:00:00,DEBIT,807,236712.16,3
2025-09-17 03:00:00,P2P_TRANSFER,438,91364.34,1
2025-09-17 04:00:00,CREDIT,622,147228.08,1
2025-09-17 04:00:00,DEBIT,566,66246.54,1
2025-09-17 04:00:00,P2P_TRANSFER,466,135118.3,4
2025-09-17 05:00:00,CREDIT,316,88187.31,3
2025-09-17 05:00:00,DEBIT,349,75188.64,1
2025-09-17 05:00:00,P2P_TRANSFER,204,74524.76,0
2025-09-17 06:00:00,CREDIT,348,89605.81,4
2025-09-17 06:00:00,DEBIT,368,131877.82,3
2025-09-17 06:00:00,P2P_TRANSFER,293,86334.07,0
2025-09-17 07:00:00,CREDIT,235,37836.34,0
2025-09-17 07:00:00,DEBIT,477,119431.26,3
2025-09-17 07:00:00,P2P_TRANSFER,353,98844.42,0
2025-09-17 08:00:00,CREDIT,650,154932.66,4
2025-09-17 08:00:00,DEBIT,509,152948.33,6
2025-09-17 08:00:00,P2P_TRANSFER,616,74155.34,4
2025-09-17 09:00:00,CREDIT,345,65602.64,1
2025-09-17 09:00:00,DEBIT,855,197151.34,6
2025-09-17 09:00:00,P2P_TRANSFER,672,90759.53,4
2025-09-17 10:00:00,CREDIT,316,108564.37,4
2025-09-17 10:00:00,DEBIT,601,173245.07,3
2025-09-17 10:00:00,P2P_TRANSFER,879,230703.79,3
2025-09-17 11:00:00,CREDIT,852,144658.78,4
2025-09-17 11:00:00,DEBIT,775,350188.6,7
2025-09-17 11:00:00,P2P_TRANSFER,504,119202.59,3
2025-09-17 12:00:00,CREDIT,380,61086.3,1
2025-09-17 12:00:00,DEBIT,771,184269.06,6
2025-09-17 12:00:00,P2P_TRANSFER,465,129417.14,4
2025-09-17 13:00:00,CREDIT,357,71155.38,4
2025-09-17 13:00:00,DEBIT,317,105010.91,3
2025-09-17 13:00:00,P2P_TRANSFER,282,41503.98,1
2025-09-17 14:00:00,CREDIT,395,125781.03,4
2025-09-17 14:00:00,DEBIT,312,86680.02,3
2025-09-17 14:00:00,P2P_TRANSFER,412,120759.62,3
2025-09-17 15:00:00,CREDIT,317,110142.02,1
2025-09-17 15:00:00,DEBIT,383,137339.48,0
2025-09-17 15:00:00,P2P_TRANSFER,729,190898.68,3
2025-09-17 16:00:00,CREDIT,257,97396.43,1
2025-09-17 16:00:00,DEBIT,651,129302.04,3
2025-09-17 16:00:00,P2P_TRANSFER,595,57739.12,4
2025-09-17 17:00:00,CREDIT,275,70084.37,3
2025-09-17 17:00:00,DEBIT,764,185629.73,0
2025-09-17 17:00:00,P2P_TRANSFER,545,169015.87,3
2025-09-17 18:00:00,CREDIT,731,121895.83,4
2025-09-17 18:00:00,DEBIT,710,96817.13,3
2025-09-17 18:00:00,P2P_TRANSFER,417,78570.02,1
2025-09-17 19:00:00,CREDIT,401,162273.6,3
2025-09-17 19:00:00,DEBIT,710,97861.0,3
2025-09-17 19:00:00,P2P_TRANSFER,391,113632.84,4
2025-09-17 20:00:00,CREDIT,532,120045.28,4
2025-09-17 20:00:00,DEBIT,419,95377.03,3
2025-09-17 20:00:00,P2P_TRANSFER,246,48781.52,0
2025-09-17 21:00:00,CREDIT,540,155223.94,3
2025-09-17 21:00:00,DEBIT,422,123126.85,1
2025-09-17 21:00:00,P2P_TRANSFER,461,77364.72,3
2025-09-17 22:00:00,CREDIT,274,65049.93,3
2025-09-17 22:00:00,DEBIT,391,95857.56,1
2025-09-17 22:00:00,P2P_TRANSFER,296,22345.93,0
2025-09-17 23:00:00,CREDIT,339,63708.18,1
