FeedID,TransactionID,IP_Risk_Score,Email_Domain_Age,VPN_Flag
FID_044806,TID_044806,3.3,5000,True
FID_044807,TID_044807,9.5,5000,False
FID_044808,TID_044808,11.3,643,False
FID_044809,TID_044809,2.1,93,False
FID_044810,TID_044810,2.9,54,False
FID_044811,TID_044811,9.1,978,False
FID_044812,TID_044812,10.1,5000,False
FID_044813,TID_044813,31.1,49,False
FID_044814,TID_044814,7.2,556,False
FID_044815,TID_044815,1.2,4804,False
FID_044816,TID_044816,2.0,529,False
FID_044817,TID_044817,7.1,4817,False
FID_044818,TID_044818,12.5,5000,False
FID_044819,TID_044819,7.8,5000,False
FID_044820,TID_044820,20.5,4798,False
FID_044821,TID_044821,10.1,1146,False
FID_044822,TID_044822,15.1,755,False
FID_044823,TID_044823,12.5,4014,False
FID_044824,TID_044824,8.3,5000,False
FID_044825,TID_044825,1.0,2686,False
FID_044826,TID_044826,8.5,206,False
FID_044827,TID_044827,31.4,5000,False
FID_044828,TID_044828,2.9,5000,False
FID_044829,TID_044829,14.1,5000,False
FID_044830,TID_044830,26.7,29,False
FID_044831,TID_044831,17.5,2018,False
FID_044832,TID_044832,12.1,2767,False
FID_044833,TID_044833,3.2,799,False
FID_044834,TID_044834,1.0,2928,False
FID_044835,TID_044835,1.5,1012,False
FID_044836,TID_044836,28.6,5000,False
FID_044837,TID_044837,9.4,227,False
FID_044838,TID_044838,12.9,76,False
FID_044839,TID_044839,14.9,390,False
FID_044840,TID_044840,2.7,2,False
FID_044841,TID_044841,8.8,5000,False
FID_044842,TID_044842,6.1,4487,False
FID_044843,TID_044843,34.5,117,True
FID_044844,TID_044844,4.1,5000,False
FID_044845,TID_044845,15.1,2286,False
FID_044846,TID_044846,1.0,5000,False
FID_044847,TID_044847,1.8,739,False
FID_044848,TID_044848,13.3,1481,False
FID_044849,TID_044849,7.4,401,False
FID_044850,TID_044850,27.3,3383,True
FID_044851,TID_044851,1.0,1600,True
FID_044852,TID_044852,4.5,5000,False
FID_044853,TID_044853,19.5,574,False
FID_044854,TID_044854,2.8,5000,False
FID_044855,TID_044855,29.1,3363,False
FID_044856,TID_044856,15.1,1862,True
FID_044857,TID_044857,2.6,574,False
FID_044858,TID_044858,9.3,4343,True
FID_044859,TID_044859,2.5,4257,False
FID_044860,TID_044860,30.3,984,False
FID_044861,TID_044861,4.0,127,False
FID_044862,TID_044862,4.6,38,False
FID_044863,TID_044863,7.8,210,False
FID_044864,TID_044864,5.3,5000,False
FID_044865,TID_044865,10.9,210,False
FID_044866,TID_044866,7.5,3128,True
FID_044867,TID_044867,10.7,5000,False
FID_044868,TID_044868,1.0,261,False
FID_044869,TID_044869,10.3,122,False
FID_044870,TID_044870,3.7,493,False
FID_044871,TID_044871,21.6,254,False
FID_044872,TID_044872,27.0,230,True
FID_044873,TID_044873,1.7,5000,False
FID_044874,TID_044874,29.0,9,False
FID_044875,TID_044875,8.5,261,True
FID_044876,TID_044876,23.0,158,False
FID_044877,TID_044877,37.3,5000,False
FID_044878,TID_044878,45.0,126,False
FID_044879,TID_044879,1.6,271,False
FID_044880,TID_044880,14.4,1157,False
FID_044881,TID_044881,19.8,5000,False
FID_044882,TID_044882,7.4,1789,True
FID_044883,TID_044883,3.1,28,False
FID_044884,TID_044884,11.2,22,False
FID_044885,TID_044885,1.0,615,False
FID_044886,TID_044886,1.0,16,False
FID_044887,TID_044887,25.3,33,False
FID_044888,TID_044888,23.8,1559,False
FID_044889,TID_044889,12.9,101,False
FID_044890,TID_044890,55.6,1814,False
FID_044891,TID_044891,16.0,29,False
FID_044892,TID_044892,18.2,1140,False
FID_044893,TID_044893,3.6,5000,True
FID_044894,TID_044894,15.1,3135,False
FID_044895,TID_044895,9.1,578,False
FID_044896,TID_044896,36.7,1657,True
FID_044897,TID_044897,4.4,557,False
FID_044898,TID_044898,13.9,3803,False
FID_044899,TID_044899,20.1,1435,False
FID_044900,TID_044900,7.5,109,False
FID_044901,TID_044901,14.1,333,False
FID_044902,TID_044902,36.5,660,False
FID_044903,TID_044903,6.7,3819,False
FID_044904,TID_044904,20.4,1020,True
FID_044905,TID_044905,1.0,1088,False
FID_044906,TID_044906,2.6,5000,False
FID_044907,TID_044907,23.3,2299,False
FID_044908,TID_044908,31.9,701,False
FID_044909,TID_044909,18.8,522,False
FID_044910,TID_044910,11.2,465,False
FID_044911,TID_044911,23.1,1436,False
FID_044912,TID_044912,20.0,3369,False
FID_044913,TID_044913,9.2,5000,True
FID_044914,TID_044914,2.6,4744,False
FID_044915,TID_044915,8.3,5000,True
FID_044916,TID_044916,7.7,403,False
FID_044917,TID_044917,32.2,1513,False
FID_044918,TID_044918,15.0,5000,False
FID_044919,TID_044919,6.2,80,False
FID_044920,TID_044920,12.4,1478,False
FID_044921,TID_044921,1.3,540,False
FID_044922,TID_044922,6.4,8,True
FID_044923,TID_044923,3.1,4394,True
FID_044924,TID_044924,4.7,342,False
FID_044925,TID_044925,8.9,5000,False
FID_044926,TID_044926,6.7,52,False
FID_044927,TID_044927,3.5,102,False
FID_044928,TID_044928,1.0,407,False
FID_044929,TID_044929,11.9,5000,False
FID_044930,TID_044930,14.2,328,False
FID_044931,TID_044931,4.2,457,False
FID_044932,TID_044932,11.0,38,False
FID_044933,TID_044933,12.9,157,True
FID_044934,TID_044934,1.0,477,False
FID_044935,TID_044935,11.2,5000,False
FID_044936,TID_044936,1.0,5000,False
FID_044937,TID_044937,1.5,196,False
FID_044938,TID_044938,7.6,239,False
FID_044939,TID_044939,22.1,4602,False
FID_044940,TID_044940,9.4,2428,False
FID_044941,TID_044941,4.5,388,False
FID_044942,TID_044942,7.4,146,False
FID_044943,TID_044943,6.2,1179,False
FID_044944,TID_044944,1.4,420,False
FID_044945,TID_044945,13.0,940,False
FID_044946,TID_044946,2.1,5000,False
FID_044947,TID_044947,6.7,2139,False
FID_044948,TID_044948,39.5,987,True
FID_044949,TID_044949,8.4,206,True
FID_044950,TID_044950,8.8,292,False
FID_044951,TID_044951,9.1,4916,False
FID_044952,TID_044952,1.6,4761,False
FID_044953,TID_044953,13.5,1117,False
FID_044954,TID_044954,5.1,1882,False
FID_044955,TID_044955,8.6,5000,False
FID_044956,TID_044956,48.3,5000,False
FID_044957,TID_044957,14.8,79,False
FID_044958,TID_044958,17.2,920,False
FID_044959,TID_044959,10.5,2231,True
FID_044960,TID_044960,11.9,2135,False
FID_044961,TID_044961,6.4,330,False
FID_044962,TID_044962,18.1,102,False
FID_044963,TID_044963,12.2,1233,False
FID_044964,TID_044964,20.1,956,True
FID_044965,TID_044965,1.0,429,True
FID_044966,TID_044966,4.7,5000,False
FID_044967,TID_044967,5.5,2176,True
FID_044968,TID_044968,19.3,1177,False
FID_044969,TID_044969,4.5,5000,False
FID_044970,TID_044970,27.4,1317,True
FID_044971,TID_044971,4.4,5000,False
FID_044972,TID_044972,6.8,32,True
FID_044973,TID_044973,5.7,2305,False
FID_044974,TID_044974,19.4,5000,False
FID_044975,TID_044975,4.3,1429,False
FID_044976,TID_044976,11.8,370,False
FID_044977,TID_044977,17.6,3260,True
FID_044978,TID_044978,42.7,40,False
FID_044979,TID_044979,2.0,3199,False
FID_044980,TID_044980,6.4,3077,False
FID_044981,TID_044981,1.0,2909,False
FID_044982,TID_044982,2.7,1727,True
FID_044983,TID_044983,10.8,383,False
FID_044984,TID_044984,1.0,5000,False
FID_044985,TID_044985,5.9,5000,True
FID_044986,TID_044986,1.0,3721,False
FID_044987,TID_044987,9.2,35,False
FID_044988,TID_044988,22.7,92,False
FID_044989,TID_044989,11.0,331,False
FID_044990,TID_044990,15.8,1281,False
FID_044991,TID_044991,1.9,666,False
FID_044992,TID_044992,28.1,1723,True
FID_044993,TID_044993,2.5,4309,False
FID_044994,TID_044994,2.1,5000,False
FID_044995,TID_044995,4.0,5000,False
FID_044996,TID_044996,5.2,538,False
FID_044997,TID_044997,20.1,289,True
FID_044998,TID_044998,5.9,1458,False
FID_044999,TID_044999,7.2,581,False
FID_045000,TID_045000,7.9,484,False
FID_045001,TID_045001,2.9,793,False
FID_045002,TID_045002,21.0,5000,False
FID_045003,TID_045003,7.7,45,False
FID_045004,TID_045004,3.3,5000,False
FID_045005,TID_045005,5.4,703,True
FID_045006,TID_045006,1.0,77,False
FID_045007,TID_045007,15.4,456,False
FID_045008,TID_045008,31.6,52,False
FID_045009,TID_045009,1.7,5000,False
FID_045010,TID_045010,10.5,245,False
FID_045011,TID_045011,14.3,458,False
FID_045012,TID_045012,9.6,415,False
FID_045013,TID_045013,5.8,4149,False
FID_045014,TID_045014,9.2,90,False
FID_045015,TID_045015,49.2,1086,False
FID_045016,TID_045016,15.6,1503,False
FID_045017,TID_045017,6.0,218,False
FID_045018,TID_045018,25.8,2009,True
FID_045019,TID_045019,2.1,5000,False
FID_045020,TID_045020,3.5,5000,True
FID_045021,TID_045021,5.8,5000,False
FID_045022,TID_045022,5.0,1579,False
FID_045023,TID_045023,17.2,605,False
FID_045024,TID_045024,8.2,84,True
FID_045025,TID_045025,4.7,5000,False
FID_045026,TID_045026,14.1,872,True
FID_045027,TID_045027,50.1,5000,False
FID_045028,TID_045028,14.7,3341,False
FID_045029,TID_045029,27.3,49,False
FID_045030,TID_045030,5.4,5000,False
FID_045031,TID_045031,9.4,910,False
FID_045032,TID_045032,11.6,5000,False
FID_045033,TID_045033,21.4,570,False
FID_045034,TID_045034,15.9,5000,False
FID_045035,TID_045035,1.6,2431,False
FID_045036,TID_045036,16.9,1752,False
FID_045037,TID_045037,34.3,384,False
FID_045038,TID_045038,8.0,805,False
FID_045039,TID_045039,25.7,5000,False
FID_045040,TID_045040,8.3,3100,False
FID_045041,TID_045041,11.9,5000,False
FID_045042,TID_045042,16.1,5000,False
FID_045043,TID_045043,3.7,3082,False
FID_045044,TID_045044,5.7,348,False
FID_045045,TID_045045,19.7,353,False
FID_045046,TID_045046,14.1,140,False
FID_045047,TID_045047,4.8,5000,False
FID_045048,TID_045048,9.1,1035,False
FID_045049,TID_045049,23.6,5000,False
FID_045050,TID_045050,4.9,272,False
FID_045051,TID_045051,32.1,184,False
FID_045052,TID_045052,2.4,130,True
FID_045053,TID_045053,2.9,5000,False
FID_045054,TID_045054,17.1,5000,False
FID_045055,TID_045055,25.2,9,False
FID_045056,TID_045056,17.2,1637,True
FID_045057,TID_045057,37.0,180,True
FID_045058,TID_045058,17.3,1875,False
FID_045059,TID_045059,4.4,984,False
FID_045060,TID_045060,5.3,1940,False
FID_045061,TID_045061,22.7,836,False
FID_045062,TID_045062,1.2,1129,False
FID_045063,TID_045063,28.2,2537,False
FID_045064,TID_045064,15.9,22,False
FID_045065,TID_045065,6.4,524,False
FID_045066,TID_045066,3.9,5000,False
FID_045067,TID_045067,26.0,584,True
FID_045068,TID_045068,5.1,5000,False
FID_045069,TID_045069,13.4,519,False
FID_045070,TID_045070,4.3,38,False
FID_045071,TID_045071,1.0,1723,True
FID_045072,TID_045072,1.0,723,False
FID_045073,TID_045073,5.9,180,True
FID_045074,TID_045074,1.0,5000,False
FID_045075,TID_045075,2.6,366,False
FID_045076,TID_045076,12.8,1386,False
FID_045077,TID_045077,29.9,2640,False
FID_045078,TID_045078,4.7,2388,False
FID_045079,TID_045079,11.7,163,False
FID_045080,TID_045080,20.9,2214,False
FID_045081,TID_045081,2.0,4,False
FID_045082,TID_045082,7.5,5000,False
FID_045083,TID_045083,5.7,1776,False
FID_045084,TID_045084,33.5,52,False
FID_045085,TID_045085,6.6,10,False
FID_045086,TID_045086,18.8,130,False
FID_045087,TID_045087,23.4,1751,False
FID_045088,TID_045088,1.1,43,False
FID_045089,TID_045089,6.3,2021,False
FID_045090,TID_045090,3.8,5000,True
FID_045091,TID_045091,14.6,1986,False
FID_045092,TID_045092,5.6,2417,False
FID_045093,TID_045093,24.1,196,False
FID_045094,TID_045094,6.4,402,True
FID_045095,TID_045095,1.6,1848,False
FID_045096,TID_045096,1.0,1716,False
FID_045097,TID_045097,24.0,700,False
FID_045098,TID_045098,1.0,197,False
FID_045099,TID_045099,24.2,165,False
FID_045100,TID_045100,21.9,26,False
FID_045101,TID_045101,6.8,2007,False
FID_045102,TID_045102,17.5,5000,False
FID_045103,TID_045103,11.9,122,False
FID_045104,TID_045104,20.3,2544,False
FID_045105,TID_045105,27.3,5000,False
FID_045106,TID_045106,8.2,106,False
FID_045107,TID_045107,5.0,5000,True
FID_045108,TID_045108,31.4,14,False
FID_045109,TID_045109,1.9,405,False
FID_045110,TID_045110,13.1,256,False
FID_045111,TID_045111,9.4,1651,False
FID_045112,TID_045112,4.0,37,False
FID_045113,TID_045113,1.0,1688,False
FID_045114,TID_045114,1.0,165,False
FID_045115,TID_045115,1.0,5000,True
FID_045116,TID_045116,1.0,514,False
FID_045117,TID_045117,9.1,2730,False
FID_045118,TID_045118,13.6,5000,False
FID_045119,TID_045119,2.5,322,False
FID_045120,TID_045120,6.9,1434,False
FID_045121,TID_045121,1.0,5000,False
FID_045122,TID_045122,7.2,4858,False
FID_045123,TID_045123,1.0,427,False
FID_045124,TID_045124,6.8,4098,False
FID_045125,TID_045125,15.0,4405,False
FID_045126,TID_045126,1.0,522,False
FID_045127,TID_045127,35.5,134,False
FID_045128,TID_045128,11.8,5000,False
FID_045129,TID_045129,11.8,1081,False
FID_045130,TID_045130,20.9,2659,False
FID_045131,TID_045131,5.4,28,True
FID_045132,TID_045132,6.4,5000,False
FID_045133,TID_045133,8.0,2571,False
FID_045134,TID_045134,9.1,1199,False
FID_045135,TID_045135,14.6,1360,False
FID_045136,TID_045136,14.4,5000,False
FID_045137,TID_045137,19.3,4838,False
FID_045138,TID_045138,34.2,5000,False
FID_045139,TID_045139,20.9,1612,False
FID_045140,TID_045140,6.8,2114,False
FID_045141,TID_045141,8.7,130,True
FID_045142,TID_045142,22.2,45,True
FID_045143,TID_045143,3.9,95,False
FID_045144,TID_045144,6.0,324,False
FID_045145,TID_045145,16.7,710,False
FID_045146,TID_045146,1.0,2732,False
FID_045147,TID_045147,12.2,1946,False
FID_045148,TID_045148,3.4,145,False
FID_045149,TID_045149,7.4,25,True
FID_045150,TID_045150,14.6,103,False
FID_045151,TID_045151,8.0,5000,False
FID_045152,TID_045152,7.3,1565,False
FID_045153,TID_045153,23.9,4566,False
FID_045154,TID_045154,1.0,139,False
FID_045155,TID_045155,30.6,551,False
FID_045156,TID_045156,18.6,621,False
FID_045157,TID_045157,3.4,5000,False
FID_045158,TID_045158,8.3,269,False
FID_045159,TID_045159,14.1,1454,False
FID_045160,TID_045160,11.1,350,True
FID_045161,TID_045161,6.3,3910,False
FID_045162,TID_045162,5.0,46,False
FID_045163,TID_045163,17.1,71,False
FID_045164,TID_045164,22.0,64,False
FID_045165,TID_045165,5.4,5000,False
FID_045166,TID_045166,4.6,2,False
FID_045167,TID_045167,6.4,5000,False
FID_045168,TID_045168,1.1,2117,False
FID_045169,TID_045169,9.8,888,False
FID_045170,TID_045170,2.4,838,False
FID_045171,TID_045171,15.0,98,False
FID_045172,TID_045172,11.4,443,False
FID_045173,TID_045173,1.7,5000,False
FID_045174,TID_045174,1.0,5000,False
FID_045175,TID_045175,1.0,482,False
FID_045176,TID_045176,1.2,10,False
FID_045177,TID_045177,15.3,608,False
FID_045178,TID_045178,5.1,1265,False
FID_045179,TID_045179,1.0,4857,False
FID_045180,TID_045180,1.0,319,False
FID_045181,TID_045181,5.8,233,False
FID_045182,TID_045182,10.6,159,True
FID_045183,TID_045183,5.2,991,False
FID_045184,TID_045184,15.8,5000,False
FID_045185,TID_045185,30.2,5000,False
FID_045186,TID_045186,11.6,570,True
FID_045187,TID_045187,11.3,121,False
FID_045188,TID_045188,1.0,986,False
FID_045189,TID_045189,37.2,1657,False
FID_045190,TID_045190,4.8,369,False
FID_045191,TID_045191,7.8,5000,True
FID_045192,TID_045192,6.3,212,False
FID_045193,TID_045193,3.7,10,False
FID_045194,TID_045194,3.9,151,False
FID_045195,TID_045195,5.1,528,False
FID_045196,TID_045196,17.2,1677,False
FID_045197,TID_045197,11.9,176,False
FID_045198,TID_045198,27.6,934,False
FID_045199,TID_045199,42.2,5000,True
FID_045200,TID_045200,7.2,78,False
FID_045201,TID_045201,27.6,1458,False
FID_045202,TID_045202,11.1,44,False
FID_045203,TID_045203,1.0,1323,True
FID_045204,TID_045204,2.0,588,False
FID_045205,TID_045205,1.9,92,True
FID_045206,TID_045206,17.9,2308,False
FID_045207,TID_045207,47.4,2980,False
FID_045208,TID_045208,10.7,685,True
FID_045209,TID_045209,6.0,30,False
FID_045210,TID_045210,19.0,1282,False
FID_045211,TID_045211,1.0,1801,False
FID_045212,TID_045212,22.3,257,False
FID_045213,TID_045213,7.7,234,False
FID_045214,TID_045214,8.0,5000,False
FID_045215,TID_045215,13.2,680,False
FID_045216,TID_045216,14.7,2295,False
FID_045217,TID_045217,4.7,422,False
FID_045218,TID_045218,7.4,76,False
FID_045219,TID_045219,15.6,474,False
FID_045220,TID_045220,2.7,330,False
FID_045221,TID_045221,1.5,2624,False
FID_045222,TID_045222,9.1,429,False
FID_045223,TID_045223,10.7,156,False
FID_045224,TID_045224,16.8,5000,False
FID_045225,TID_045225,11.1,2817,False
FID_045226,TID_045226,21.9,145,False
FID_045227,TID_045227,17.5,954,False
FID_045228,TID_045228,1.0,3796,False
FID_045229,TID_045229,5.0,5000,False
FID_045230,TID_045230,17.9,214,True
FID_045231,TID_045231,15.4,1915,False
FID_045232,TID_045232,23.0,3208,False
FID_045233,TID_045233,7.3,899,False
FID_045234,TID_045234,2.9,346,True
FID_045235,TID_045235,11.8,3575,False
FID_045236,TID_045236,10.4,115,True
FID_045237,TID_045237,5.4,5000,False
FID_045238,TID_045238,9.4,770,False
FID_045239,TID_045239,27.7,66,True
FID_045240,TID_045240,4.5,2637,False
FID_045241,TID_045241,6.7,1598,False
FID_045242,TID_045242,5.4,3893,False
FID_045243,TID_045243,27.5,525,False
FID_045244,TID_045244,12.5,4904,False
FID_045245,TID_045245,48.8,797,False
FID_045246,TID_045246,14.4,5000,False
FID_045247,TID_045247,2.4,713,False
FID_045248,TID_045248,5.4,4447,True
FID_045249,TID_045249,6.1,187,True
FID_045250,TID_045250,5.3,5000,False
FID_045251,TID_045251,25.4,110,False
FID_045252,TID_045252,19.4,2259,False
FID_045253,TID_045253,12.7,1282,False
FID_045254,TID_045254,3.3,5,False
FID_045255,TID_045255,13.8,93,False
FID_045256,TID_045256,1.1,5000,False
FID_045257,TID_045257,19.7,660,False
FID_045258,TID_045258,2.6,975,False
FID_045259,TID_045259,1.0,479,False
FID_045260,TID_045260,39.9,554,True
FID_045261,TID_045261,5.0,385,False
FID_045262,TID_045262,4.8,5000,False
FID_045263,TID_045263,12.3,5000,False
FID_045264,TID_045264,1.0,2924,False
FID_045265,TID_045265,2.1,1646,False
FID_045266,TID_045266,9.3,3034,False
FID_045267,TID_045267,23.5,106,False
FID_045268,TID_045268,3.9,26,True
FID_045269,TID_045269,5.4,521,False
FID_045270,TID_045270,19.3,1431,False
FID_045271,TID_045271,2.5,4656,False
FID_045272,TID_045272,11.3,5000,False
FID_045273,TID_045273,36.9,39,False
FID_045274,TID_045274,1.0,86,False
FID_045275,TID_045275,14.3,582,False
FID_045276,TID_045276,20.7,853,True
FID_045277,TID_045277,4.0,536,False
FID_045278,TID_045278,2.6,5000,False
FID_045279,TID_045279,17.9,4380,False
FID_045280,TID_045280,23.0,83,False
FID_045281,TID_045281,7.4,3592,False
FID_045282,TID_045282,1.0,122,False
FID_045283,TID_045283,16.8,113,False
FID_045284,TID_045284,31.3,57,False
FID_045285,TID_045285,3.4,5000,True
FID_045286,TID_045286,1.6,5000,False
FID_045287,TID_045287,1.4,5000,False
FID_045288,TID_045288,23.3,5000,True
FID_045289,TID_045289,1.0,5000,False
FID_045290,TID_045290,7.5,3944,False
FID_045291,TID_045291,33.5,158,True
FID_045292,TID_045292,1.0,54,False
FID_045293,TID_045293,4.1,286,False
FID_045294,TID_045294,9.5,5000,False
FID_045295,TID_045295,1.2,37,False
FID_045296,TID_045296,11.4,486,False
FID_045297,TID_045297,8.7,912,False
FID_045298,TID_045298,42.0,5000,False
FID_045299,TID_045299,1.0,3430,False
FID_045300,TID_045300,13.2,266,False
FID_045301,TID_045301,7.5,5000,False
FID_045302,TID_045302,11.1,5000,False
FID_045303,TID_045303,1.0,37,False
FID_045304,TID_045304,19.3,2529,False
FID_045305,TID_045305,16.1,802,False
FID_045306,TID_045306,40.9,4598,False
FID_045307,TID_045307,27.1,189,False
FID_045308,TID_045308,2.6,4414,True
FID_045309,TID_045309,8.5,5000,False
FID_045310,TID_045310,28.8,1030,False
FID_045311,TID_045311,12.0,565,False
FID_045312,TID_045312,2.6,778,False
FID_045313,TID_045313,20.3,5000,False
FID_045314,TID_045314,21.9,126,False
FID_045315,TID_045315,22.4,3111,True
FID_045316,TID_045316,52.6,111,False
FID_045317,TID_045317,2.0,181,False
FID_045318,TID_045318,1.1,3856,False
FID_045319,TID_045319,8.4,71,False
FID_045320,TID_045320,15.8,640,True
FID_045321,TID_045321,2.3,5000,False
FID_045322,TID_045322,14.7,1207,False
FID_045323,TID_045323,12.5,1039,False
FID_045324,TID_045324,5.6,4271,False
FID_045325,TID_045325,7.9,1691,True
FID_045326,TID_045326,2.4,212,True
FID_045327,TID_045327,7.7,138,False
FID_045328,TID_045328,18.8,36,False
FID_045329,TID_045329,13.7,1769,False
FID_045330,TID_045330,10.0,5000,False
FID_045331,TID_045331,31.6,63,False
FID_045332,TID_045332,5.5,1653,False
FID_045333,TID_045333,4.3,5000,False
FID_045334,TID_045334,7.5,200,False
FID_045335,TID_045335,11.2,721,True
FID_045336,TID_045336,7.9,431,False
FID_045337,TID_045337,1.1,5000,False
FID_045338,TID_045338,15.4,1290,False
FID_045339,TID_045339,4.4,312,False
FID_045340,TID_045340,7.8,1306,False
FID_045341,TID_045341,14.6,5000,False
FID_045342,TID_045342,2.8,89,False
FID_045343,TID_045343,5.1,7,False
FID_045344,TID_045344,35.7,872,False
FID_045345,TID_045345,1.4,677,False
FID_045346,TID_045346,21.4,34,False
FID_045347,TID_045347,33.1,3203,False
FID_045348,TID_045348,5.1,5000,False
FID_045349,TID_045349,2.2,253,True
FID_045350,TID_045350,3.7,24,True
FID_045351,TID_045351,3.8,5000,True
FID_045352,TID_045352,4.0,949,False
FID_045353,TID_045353,8.3,230,False
FID_045354,TID_045354,12.3,5000,False
FID_045355,TID_045355,37.6,5000,False
FID_045356,TID_045356,2.6,18,False
FID_045357,TID_045357,19.6,191,False
FID_045358,TID_045358,24.9,1942,False
FID_045359,TID_045359,9.5,3980,False
FID_045360,TID_045360,1.8,5000,True
FID_045361,TID_045361,2.3,215,False
FID_045362,TID_045362,12.5,1961,False
FID_045363,TID_045363,2.5,928,False
FID_045364,TID_045364,9.6,3360,False
FID_045365,TID_045365,13.5,1464,False
FID_045366,TID_045366,2.2,2455,False
FID_045367,TID_045367,24.6,147,False
FID_045368,TID_045368,7.8,663,True
FID_045369,TID_045369,9.1,1838,False
FID_045370,TID_045370,2.2,5000,True
FID_045371,TID_045371,26.3,1929,False
FID_045372,TID_045372,18.3,5000,False
FID_045373,TID_045373,18.9,2211,False
FID_045374,TID_045374,1.0,243,False
FID_045375,TID_045375,5.3,890,False
FID_045376,TID_045376,16.7,5000,False
FID_045377,TID_045377,1.1,650,False
FID_045378,TID_045378,6.7,424,False
FID_045379,TID_045379,20.9,69,False
FID_045380,TID_045380,1.0,383,False
FID_045381,TID_045381,16.3,161,False
FID_045382,TID_045382,9.5,5000,False
FID_045383,TID_045383,1.7,5000,False
FID_045384,TID_045384,7.1,320,False
FID_045385,TID_045385,4.4,1337,True
FID_045386,TID_045386,1.0,170,False
FID_045387,TID_045387,1.0,5000,False
FID_045388,TID_045388,1.1,630,False
FID_045389,TID_045389,29.9,5000,False
FID_045390,TID_045390,1.7,5000,False
FID_045391,TID_045391,1.4,96,False
FID_045392,TID_045392,13.3,166,False
FID_045393,TID_045393,3.1,723,False
FID_045394,TID_045394,4.7,5000,False
FID_045395,TID_045395,5.8,1713,False
FID_045396,TID_045396,1.3,188,False
FID_045397,TID_045397,12.6,65,False
FID_045398,TID_045398,7.1,158,False
FID_045399,TID_045399,4.3,51,True
FID_045400,TID_045400,17.8,502,False
FID_045401,TID_045401,13.7,48,False
FID_045402,TID_045402,1.0,130,False
FID_045403,TID_045403,9.9,769,False
FID_045404,TID_045404,21.5,1272,False
FID_045405,TID_045405,7.2,5000,False
FID_045406,TID_045406,6.2,1049,False
FID_045407,TID_045407,7.6,50,False
FID_045408,TID_045408,3.9,5000,False
FID_045409,TID_045409,3.2,5000,False
FID_045410,TID_045410,15.9,5000,False
FID_045411,TID_045411,11.7,176,False
FID_045412,TID_045412,4.0,207,True
FID_045413,TID_045413,6.8,327,False
FID_045414,TID_045414,8.4,4925,False
FID_045415,TID_045415,3.4,1300,False
FID_045416,TID_045416,2.3,5000,False
FID_045417,TID_045417,5.3,11,False
FID_045418,TID_045418,10.0,408,False
FID_045419,TID_045419,15.4,1234,False
FID_045420,TID_045420,1.9,927,False
FID_045421,TID_045421,30.7,2246,False
FID_045422,TID_045422,22.0,9,False
FID_045423,TID_045423,12.8,1079,False
FID_045424,TID_045424,8.9,3315,False
FID_045425,TID_045425,22.3,1845,False
FID_045426,TID_045426,36.5,2683,False
FID_045427,TID_045427,6.1,3393,False
FID_045428,TID_045428,5.4,3439,False
FID_045429,TID_045429,2.9,2353,True
FID_045430,TID_045430,26.0,220,False
FID_045431,TID_045431,11.5,163,False
FID_045432,TID_045432,19.3,1136,False
FID_045433,TID_045433,17.3,37,False
FID_045434,TID_045434,13.2,2102,False
FID_045435,TID_045435,4.1,168,False
FID_045436,TID_045436,12.3,244,False
FID_045437,TID_045437,10.5,5000,True
FID_045438,TID_045438,8.6,5000,False
FID_045439,TID_045439,11.9,708,False
FID_045440,TID_045440,13.6,116,False
FID_045441,TID_045441,4.5,5000,False
FID_045442,TID_045442,4.3,4008,False
FID_045443,TID_045443,7.7,5000,False
FID_045444,TID_045444,3.3,5000,False
FID_045445,TID_045445,5.6,5000,False
FID_045446,TID_045446,20.1,69,False
FID_045447,TID_045447,9.3,140,False
FID_045448,TID_045448,1.5,5000,False
FID_045449,TID_045449,10.0,4453,False
FID_045450,TID_045450,34.3,1372,False
FID_045451,TID_045451,8.7,1852,False
FID_045452,TID_045452,5.9,741,True
FID_045453,TID_045453,6.2,738,True
FID_045454,TID_045454,12.6,5000,False
FID_045455,TID_045455,11.3,1776,False
FID_045456,TID_045456,10.4,5000,False
FID_045457,TID_045457,15.1,2375,False
FID_045458,TID_045458,1.0,1570,False
FID_045459,TID_045459,5.5,103,False
FID_045460,TID_045460,2.8,1530,False
FID_045461,TID_045461,5.0,256,True
FID_045462,TID_045462,1.0,5000,False
FID_045463,TID_045463,5.9,170,False
FID_045464,TID_045464,23.1,5000,False
FID_045465,TID_045465,3.0,1018,False
FID_045466,TID_045466,1.0,51,True
FID_045467,TID_045467,7.2,1100,False
FID_045468,TID_045468,20.4,423,False
FID_045469,TID_045469,5.7,598,False
FID_045470,TID_045470,24.2,5000,False
FID_045471,TID_045471,4.6,3298,True
FID_045472,TID_045472,16.8,4722,False
FID_045473,TID_045473,1.7,4035,False
FID_045474,TID_045474,2.1,100,True
FID_045475,TID_045475,12.1,474,False
FID_045476,TID_045476,13.8,5000,False
FID_045477,TID_045477,31.6,5000,False
FID_045478,TID_045478,1.0,1405,False
FID_045479,TID_045479,1.8,727,False
FID_045480,TID_045480,7.2,5000,False
FID_045481,TID_045481,3.7,1611,False
FID_045482,TID_045482,24.0,560,False
FID_045483,TID_045483,2.8,249,False
FID_045484,TID_045484,5.2,5000,True
FID_045485,TID_045485,3.9,867,False
