Blocked_ID,Block_Type,Reason_Code,Expiration_Date,Source_System
ACC_299119,ACCOUNT_ID,VELOCITY_BREACH,2028-08-01,Manual Review
UID_80292,USER_ID,SPOOFING,2025-11-05,Manual Review
UID_26295,USER_ID,HARD_FRAUD,2027-10-07,ML Decision
ACC_322838,ACCOUNT_ID,HARD_FRAUD,2026-03-10,Compliance
15.142.254.58,IP_ADDRESS,HARD_FRAUD,2026-07-16,ML Decision
UID_75998,USER_ID,VELOCITY_BREACH,2025-04-06,ML Decision
UID_86965,USER_ID,SPOOFING,2028-09-07,Manual Review
ACC_323051,ACCOUNT_ID,VELOCITY_BREACH,2028-03-03,ML Decision
MID_9512,MERCHANT_ID,SPOOFING,2026-01-16,Manual Review
ACC_166554,ACCOUNT_ID,SPOOFING,2027-10-11,Manual Review
UID_22426,USER_ID,WATCHLIST,2026-07-20,External Feed
57.160.234.117,IP_ADDRESS,HARD_FRAUD,2026-06-25,Manual Review
ACC_589603,ACCOUNT_ID,HARD_FRAUD,2028-10-11,Manual Review
110.150.29.252,IP_ADDRESS,HARD_FRAUD,2025-06-16,ML Decision
UID_22050,USER_ID,HARD_FRAUD,2026-12-05,External Feed
UID_35049,USER_ID,VELOCITY_BREACH,2025-12-10,Manual Review
UID_47396,USER_ID,VELOCITY_BREACH,2026-11-02,Compliance
171.213.226.219,IP_ADDRESS,HARD_FRAUD,2028-04-09,Manual Review
MID_4719,MERCHANT_ID,SPOOFING,2027-07-31,ML Decision
ACC_669419,ACCOUNT_ID,SPOOFING,2026-03-14,External Feed
UID_15421,USER_ID,SANCTIONS,2026-11-01,Compliance
UID_15418,USER_ID,SANCTIONS,2026-11-15,External Feed
UID_25145,USER_ID,SPOOFING,2026-05-23,Compliance
UID_38139,USER_ID,SANCTIONS,2027-08-16,ML Decision
UID_89442,USER_ID,HARD_FRAUD,2025-12-20,Compliance
219.95.193.250,IP_ADDRESS,HARD_FRAUD,2028-01-11,External Feed
ACC_326694,ACCOUNT_ID,WATCHLIST,2028-03-22,ML Decision
ACC_395747,ACCOUNT_ID,SANCTIONS,2027-09-28,ML Decision
UID_67151,USER_ID,HARD_FRAUD,2027-04-02,ML Decision
MID_6733,MERCHANT_ID,SPOOFING,2025-10-26,ML Decision
UID_41258,USER_ID,SPOOFING,2026-10-01,Manual Review
130.8.152.71,IP_ADDRESS,SANCTIONS,2026-10-20,Manual Review
UID_60745,USER_ID,HARD_FRAUD,2028-04-16,Manual Review
UID_16226,USER_ID,SPOOFING,2026-11-25,ML Decision
UID_82019,USER_ID,SPOOFING,2027-10-06,Manual Review
UID_72822,USER_ID,SANCTIONS,2026-11-08,External Feed
ACC_943842,ACCOUNT_ID,WATCHLIST,2026-01-15,External Feed
UID_66959,USER_ID,VELOCITY_BREACH,2025-11-01,ML Decision
UID_39375,USER_ID,HARD_FRAUD,2026-03-23,External Feed
123.239.127.199,IP_ADDRESS,SANCTIONS,2026-09-21,Manual Review
ACC_901448,ACCOUNT_ID,HARD_FRAUD,2027-11-02,Manual Review
UID_19217,USER_ID,SPOOFING,2026-12-12,External Feed
ACC_471623,ACCOUNT_ID,SANCTIONS,2026-02-22,Manual Review
UID_79441,USER_ID,HARD_FRAUD,2028-06-22,Manual Review
242.176.10.166,IP_ADDRESS,VELOCITY_BREACH,2026-05-12,ML Decision
CARD_042914,CARD_HASH,SPOOFING,2027-07-16,External Feed
ACC_202093,ACCOUNT_ID,HARD_FRAUD,2026-04-17,ML Decision
UID_52223,USER_ID,WATCHLIST,2025-12-12,External Feed
3.51.231.122,IP_ADDRESS,SPOOFING,2026-04-29,External Feed
ACC_579071,ACCOUNT_ID,HARD_FRAUD,2027-10-11,External Feed
MID_8235,MERCHANT_ID,SANCTIONS,2026-11-02,Manual Review
UID_33858,USER_ID,SANCTIONS,2026-09-19,ML Decision
198.130.197.185,IP_ADDRESS,HARD_FRAUD,2028-04-04,Compliance
CARD_042922,CARD_HASH,WATCHLIST,2028-01-27,External Feed
164.83.122.246,IP_ADDRESS,SPOOFING,2027-03-03,ML Decision
86.91.220.205,IP_ADDRESS,WATCHLIST,2027-03-04,ML Decision
179.84.196.77,IP_ADDRESS,HARD_FRAUD,2028-08-09,Compliance
MID_6817,MERCHANT_ID,SPOOFING,2027-07-11,ML Decision
ACC_637228,ACCOUNT_ID,WATCHLIST,2028-07-29,ML Decision
ACC_655978,ACCOUNT_ID,HARD_FRAUD,2026-01-08,ML Decision
ACC_711151,ACCOUNT_ID,SPOOFING,2026-09-06,External Feed
UID_96049,USER_ID,VELOCITY_BREACH,2027-10-31,Manual Review
MID_7225,MERCHANT_ID,VELOCITY_BREACH,2027-06-04,ML Decision
UID_32428,USER_ID,WATCHLIST,2027-05-22,ML Decision
46.190.49.79,IP_ADDRESS,HARD_FRAUD,2025-12-08,External Feed
ACC_781739,ACCOUNT_ID,SPOOFING,2025-12-15,Manual Review
UID_51879,USER_ID,SANCTIONS,2027-07-26,External Feed
ACC_190322,ACCOUNT_ID,HARD_FRAUD,2026-06-19,Manual Review
ACC_426768,ACCOUNT_ID,SPOOFING,2028-08-12,Manual Review
UID_84172,USER_ID,SANCTIONS,2026-11-02,ML Decision
70.40.236.59,IP_ADDRESS,SPOOFING,2027-04-26,Compliance
MID_4689,MERCHANT_ID,WATCHLIST,2027-05-31,ML Decision
UID_47772,USER_ID,VELOCITY_BREACH,2028-08-31,External Feed
40.59.104.69,IP_ADDRESS,WATCHLIST,2027-06-17,Manual Review
CARD_042943,CARD_HASH,VELOCITY_BREACH,2028-10-05,Manual Review
ACC_757591,ACCOUNT_ID,HARD_FRAUD,2027-02-27,External Feed
UID_27626,USER_ID,SPOOFING,2026-11-08,ML Decision
UID_43219,USER_ID,WATCHLIST,2026-02-05,Manual Review
ACC_996845,ACCOUNT_ID,VELOCITY_BREACH,2026-05-13,ML Decision
CARD_042948,CARD_HASH,HARD_FRAUD,2027-01-04,ML Decision
UID_50533,USER_ID,WATCHLIST,2026-08-28,Compliance
UID_50392,USER_ID,HARD_FRAUD,2028-06-09,Manual Review
MID_1115,MERCHANT_ID,WATCHLIST,2027-12-13,Compliance
UID_29524,USER_ID,SPOOFING,2028-05-10,Compliance
12.236.175.90,IP_ADDRESS,SPOOFING,2026-11-18,External Feed
UID_88405,USER_ID,WATCHLIST,2026-06-03,ML Decision
UID_37483,USER_ID,VELOCITY_BREACH,2027-10-17,Compliance
MID_3605,MERCHANT_ID,SPOOFING,2025-11-26,ML Decision
ACC_131193,ACCOUNT_ID,HARD_FRAUD,2027-02-20,ML Decision
UID_37848,USER_ID,WATCHLIST,2028-02-02,Compliance
ACC_725818,ACCOUNT_ID,SPOOFING,2028-10-17,External Feed
202.162.162.248,IP_ADDRESS,SANCTIONS,2028-08-16,ML Decision
UID_49662,USER_ID,SPOOFING,2027-09-01,Manual Review
CARD_042962,CARD_HASH,VELOCITY_BREACH,2028-06-15,ML Decision
UID_95513,USER_ID,SANCTIONS,2027-04-07,Manual Review
MID_9482,MERCHANT_ID,HARD_FRAUD,2026-06-30,ML Decision
UID_50324,USER_ID,HARD_FRAUD,2027-04-06,ML Decision
UID_50663,USER_ID,WATCHLIST,2028-06-16,ML Decision
ACC_696175,ACCOUNT_ID,SANCTIONS,2028-05-13,External Feed
UID_88079,USER_ID,SPOOFING,2026-05-06,Manual Review
CARD_042969,CARD_HASH,SPOOFING,2027-07-10,Manual Review
ACC_513176,ACCOUNT_ID,SPOOFING,2027-09-30,ML Decision
MID_9941,MERCHANT_ID,HARD_FRAUD,2028-09-10,Manual Review
ACC_539930,ACCOUNT_ID,HARD_FRAUD,2027-11-14,ML Decision
ACC_740902,ACCOUNT_ID,SANCTIONS,2028-08-03,Compliance
ACC_352671,ACCOUNT_ID,WATCHLIST,2028-05-10,External Feed
ACC_420435,ACCOUNT_ID,WATCHLIST,2026-05-12,ML Decision
MID_2119,MERCHANT_ID,HARD_FRAUD,2027-12-13,Manual Review
UID_87889,USER_ID,SPOOFING,2027-05-31,Manual Review
ACC_808591,ACCOUNT_ID,HARD_FRAUD,2028-01-19,ML Decision
UID_27060,USER_ID,SANCTIONS,2026-02-26,ML Decision
ACC_712222,ACCOUNT_ID,SPOOFING,2026-07-20,External Feed
ACC_567187,ACCOUNT_ID,SPOOFING,2026-03-28,ML Decision
ACC_807314,ACCOUNT_ID,HARD_FRAUD,2025-10-26,ML Decision
UID_51858,USER_ID,HARD_FRAUD,2025-12-01,ML Decision
UID_30337,USER_ID,HARD_FRAUD,2028-05-09,External Feed
CARD_042985,CARD_HASH,SPOOFING,2027-06-18,ML Decision
UID_10986,USER_ID,SPOOFING,2025-05-26,External Feed
UID_18510,USER_ID,SPOOFING,2026-07-23,Manual Review
UID_40415,USER_ID,HARD_FRAUD,2028-06-10,ML Decision
ACC_120200,ACCOUNT_ID,HARD_FRAUD,2026-06-16,Manual Review
CARD_042990,CARD_HASH,SANCTIONS,2028-05-29,ML Decision
ACC_415756,ACCOUNT_ID,HARD_FRAUD,2028-03-07,Compliance
MID_9543,MERCHANT_ID,WATCHLIST,2024-11-21,Manual Review
232.225.106.141,IP_ADDRESS,SPOOFING,2025-11-03,ML Decision
CARD_042994,CARD_HASH,SANCTIONS,2027-10-21,Compliance
CARD_042995,CARD_HASH,VELOCITY_BREACH,2026-12-03,ML Decision
ACC_837147,ACCOUNT_ID,VELOCITY_BREACH,2028-03-12,External Feed
ACC_948864,ACCOUNT_ID,WATCHLIST,2027-08-03,Manual Review
UID_43178,USER_ID,SPOOFING,2028-01-06,Compliance
ACC_755541,ACCOUNT_ID,VELOCITY_BREACH,2026-03-22,ML Decision
CARD_043000,CARD_HASH,HARD_FRAUD,2027-01-27,Manual Review
CARD_043001,CARD_HASH,VELOCITY_BREACH,2026-05-03,Compliance
UID_48949,USER_ID,SPOOFING,2028-04-15,ML Decision
UID_91040,USER_ID,HARD_FRAUD,2028-10-21,External Feed
MID_7036,MERCHANT_ID,VELOCITY_BREACH,2028-07-15,External Feed
ACC_405095,ACCOUNT_ID,SPOOFING,2027-04-09,Manual Review
134.244.88.221,IP_ADDRESS,HARD_FRAUD,2028-02-24,ML Decision
UID_47492,USER_ID,SPOOFING,2028-03-13,Manual Review
MID_1213,MERCHANT_ID,SANCTIONS,2027-07-09,ML Decision
UID_90871,USER_ID,SANCTIONS,2028-06-18,External Feed
MID_5289,MERCHANT_ID,HARD_FRAUD,2026-12-18,Manual Review
ACC_453934,ACCOUNT_ID,HARD_FRAUD,2026-09-11,Manual Review
ACC_108474,ACCOUNT_ID,SANCTIONS,2024-11-24,Manual Review
206.187.157.149,IP_ADDRESS,SPOOFING,2026-10-10,Compliance
ACC_112874,ACCOUNT_ID,HARD_FRAUD,2026-07-07,External Feed
ACC_597761,ACCOUNT_ID,SANCTIONS,2025-08-03,ML Decision
MID_2036,MERCHANT_ID,HARD_FRAUD,2027-07-30,ML Decision
CARD_043017,CARD_HASH,SANCTIONS,2027-03-29,Compliance
ACC_818090,ACCOUNT_ID,HARD_FRAUD,2028-02-06,Manual Review
251.155.41.242,IP_ADDRESS,HARD_FRAUD,2027-08-22,ML Decision
CARD_043020,CARD_HASH,SPOOFING,2026-12-12,ML Decision
ACC_711366,ACCOUNT_ID,HARD_FRAUD,2027-08-22,Manual Review
UID_79451,USER_ID,SPOOFING,2028-07-15,ML Decision
UID_79725,USER_ID,VELOCITY_BREACH,2026-01-23,Manual Review
ACC_594963,ACCOUNT_ID,HARD_FRAUD,2027-08-23,Manual Review
ACC_621742,ACCOUNT_ID,HARD_FRAUD,2026-09-20,External Feed
232.233.92.102,IP_ADDRESS,HARD_FRAUD,2028-06-20,Manual Review
ACC_660497,ACCOUNT_ID,SPOOFING,2025-05-16,ML Decision
UID_51426,USER_ID,SANCTIONS,2028-09-29,ML Decision
240.172.6.7,IP_ADDRESS,WATCHLIST,2026-01-08,Manual Review
77.245.77.221,IP_ADDRESS,HARD_FRAUD,2025-10-03,Manual Review
MID_4478,MERCHANT_ID,HARD_FRAUD,2027-11-13,ML Decision
UID_44688,USER_ID,HARD_FRAUD,2026-02-16,Compliance
38.193.232.105,IP_ADDRESS,WATCHLIST,2026-05-02,ML Decision
CARD_043034,CARD_HASH,WATCHLIST,2027-08-28,Manual Review
ACC_219257,ACCOUNT_ID,WATCHLIST,2028-08-27,External Feed
MID_7868,MERCHANT_ID,HARD_FRAUD,2027-03-30,External Feed
UID_49805,USER_ID,SANCTIONS,2028-03-02,External Feed
MID_7024,MERCHANT_ID,SPOOFING,2027-08-29,Manual Review
CARD_043039,CARD_HASH,SPOOFING,2026-03-18,ML Decision
ACC_449070,ACCOUNT_ID,HARD_FRAUD,2026-02-21,Manual Review
ACC_326368,ACCOUNT_ID,HARD_FRAUD,2027-10-06,Manual Review
MID_3751,MERCHANT_ID,SANCTIONS,2027-09-04,Manual Review
52.193.70.34,IP_ADDRESS,HARD_FRAUD,2028-05-12,ML Decision
UID_57880,USER_ID,HARD_FRAUD,2026-06-30,Manual Review
UID_61292,USER_ID,HARD_FRAUD,2026-09-04,ML Decision
UID_95234,USER_ID,SANCTIONS,2028-02-01,Manual Review
UID_50286,USER_ID,HARD_FRAUD,2025-05-06,Compliance
CARD_043048,CARD_HASH,HARD_FRAUD,2028-10-05,Manual Review
MID_2160,MERCHANT_ID,SPOOFING,2027-08-18,Compliance
MID_4975,MERCHANT_ID,WATCHLIST,2027-11-20,ML Decision
CARD_043051,CARD_HASH,SPOOFING,2027-09-26,ML Decision
ACC_480993,ACCOUNT_ID,SANCTIONS,2026-06-02,ML Decision
ACC_208273,ACCOUNT_ID,HARD_FRAUD,2028-04-18,External Feed
CARD_043054,CARD_HASH,SPOOFING,2027-04-21,External Feed
120.39.96.93,IP_ADDRESS,VELOCITY_BREACH,2027-06-11,ML Decision
MID_7023,MERCHANT_ID,HARD_FRAUD,2026-10-22,External Feed
247.175.98.87,IP_ADDRESS,VELOCITY_BREACH,2027-07-15,External Feed
ACC_272114,ACCOUNT_ID,HARD_FRAUD,2028-05-05,Manual Review
240.3.243.43,IP_ADDRESS,HARD_FRAUD,2027-09-10,Manual Review
68.83.231.234,IP_ADDRESS,HARD_FRAUD,2026-06-26,ML Decision
UID_10777,USER_ID,HARD_FRAUD,2027-07-30,ML Decision
15.92.183.202,IP_ADDRESS,SANCTIONS,2027-11-26,ML Decision
UID_58690,USER_ID,SPOOFING,2028-05-02,ML Decision
43.197.70.29,IP_ADDRESS,SPOOFING,2026-05-31,Manual Review
ACC_951825,ACCOUNT_ID,SANCTIONS,2027-11-26,ML Decision
226.129.35.1,IP_ADDRESS,HARD_FRAUD,2027-07-07,External Feed
UID_33440,USER_ID,SPOOFING,2028-08-10,External Feed
119.248.117.164,IP_ADDRESS,HARD_FRAUD,2028-03-03,Compliance
CARD_043069,CARD_HASH,SANCTIONS,2027-02-01,Manual Review
UID_59275,USER_ID,WATCHLIST,2028-09-09,ML Decision
201.58.81.124,IP_ADDRESS,HARD_FRAUD,2026-02-14,Manual Review
MID_5746,MERCHANT_ID,HARD_FRAUD,2027-09-30,External Feed
UID_49424,USER_ID,HARD_FRAUD,2025-11-16,ML Decision
ACC_705962,ACCOUNT_ID,SPOOFING,2027-04-29,External Feed
ACC_345258,ACCOUNT_ID,HARD_FRAUD,2027-02-03,Manual Review
100.104.99.109,IP_ADDRESS,HARD_FRAUD,2027-09-08,ML Decision
92.226.71.102,IP_ADDRESS,SPOOFING,2027-09-24,ML Decision
UID_84639,USER_ID,HARD_FRAUD,2028-09-28,External Feed
UID_37341,USER_ID,HARD_FRAUD,2027-06-25,External Feed
ACC_828995,ACCOUNT_ID,HARD_FRAUD,2028-08-03,External Feed
33.116.94.40,IP_ADDRESS,HARD_FRAUD,2028-04-09,ML Decision
UID_83385,USER_ID,HARD_FRAUD,2028-04-07,Compliance
88.54.159.57,IP_ADDRESS,SANCTIONS,2028-10-01,External Feed
ACC_459534,ACCOUNT_ID,SANCTIONS,2028-02-14,Manual Review
3.59.9.64,IP_ADDRESS,SPOOFING,2027-02-09,External Feed
UID_44577,USER_ID,SANCTIONS,2027-11-07,ML Decision
UID_92767,USER_ID,SPOOFING,2028-03-21,ML Decision
139.235.83.7,IP_ADDRESS,SPOOFING,2028-02-16,Manual Review
166.177.204.177,IP_ADDRESS,WATCHLIST,2024-11-27,External Feed
204.45.239.122,IP_ADDRESS,SPOOFING,2028-07-13,Manual Review
CARD_043091,CARD_HASH,SPOOFING,2027-12-26,External Feed
UID_45797,USER_ID,VELOCITY_BREACH,2028-10-23,External Feed
ACC_562444,ACCOUNT_ID,SANCTIONS,2025-10-27,Compliance
UID_41047,USER_ID,SPOOFING,2025-10-29,Manual Review
ACC_227431,ACCOUNT_ID,WATCHLIST,2028-03-17,ML Decision
UID_42524,USER_ID,VELOCITY_BREACH,2028-06-15,Manual Review
UID_17175,USER_ID,SPOOFING,2027-12-24,ML Decision
UID_76834,USER_ID,SPOOFING,2027-10-07,Manual Review
ACC_181684,ACCOUNT_ID,SPOOFING,2027-03-10,ML Decision
ACC_615594,ACCOUNT_ID,HARD_FRAUD,2026-09-15,ML Decision
MID_6702,MERCHANT_ID,HARD_FRAUD,2025-11-08,External Feed
245.183.252.7,IP_ADDRESS,HARD_FRAUD,2027-06-11,External Feed
ACC_526743,ACCOUNT_ID,SPOOFING,2028-05-12,ML Decision
ACC_665707,ACCOUNT_ID,SPOOFING,2028-02-18,ML Decision
UID_34965,USER_ID,WATCHLIST,2027-08-12,ML Decision
UID_56821,USER_ID,SPOOFING,2025-06-07,Manual Review
12.27.22.145,IP_ADDRESS,SPOOFING,2028-02-08,External Feed
ACC_997085,ACCOUNT_ID,VELOCITY_BREACH,2026-10-13,External Feed
ACC_806715,ACCOUNT_ID,SANCTIONS,2026-11-27,ML Decision
CARD_043110,CARD_HASH,SPOOFING,2027-05-30,ML Decision
ACC_587924,ACCOUNT_ID,HARD_FRAUD,2026-07-23,ML Decision
140.33.37.169,IP_ADDRESS,SPOOFING,2026-09-07,External Feed
UID_25752,USER_ID,WATCHLIST,2028-09-25,Manual Review
CARD_043114,CARD_HASH,HARD_FRAUD,2027-04-10,External Feed
UID_39060,USER_ID,SPOOFING,2026-01-06,Manual Review
UID_98421,USER_ID,HARD_FRAUD,2028-03-06,External Feed
CARD_043117,CARD_HASH,SPOOFING,2027-04-07,External Feed
ACC_512494,ACCOUNT_ID,SANCTIONS,2026-07-23,ML Decision
ACC_145520,ACCOUNT_ID,SPOOFING,2026-04-17,Manual Review
CARD_043120,CARD_HASH,WATCHLIST,2027-12-26,Manual Review
UID_93987,USER_ID,HARD_FRAUD,2025-12-29,External Feed
UID_27107,USER_ID,SPOOFING,2028-09-13,Manual Review
238.183.55.72,IP_ADDRESS,VELOCITY_BREACH,2028-06-26,External Feed
122.240.158.38,IP_ADDRESS,HARD_FRAUD,2026-02-26,External Feed
ACC_103670,ACCOUNT_ID,HARD_FRAUD,2027-08-04,ML Decision
70.148.17.174,IP_ADDRESS,SPOOFING,2025-11-07,ML Decision
ACC_448515,ACCOUNT_ID,SANCTIONS,2027-10-31,Manual Review
ACC_202462,ACCOUNT_ID,HARD_FRAUD,2028-01-01,ML Decision
UID_35217,USER_ID,HARD_FRAUD,2027-05-25,External Feed
ACC_166160,ACCOUNT_ID,SPOOFING,2026-12-22,ML Decision
UID_90937,USER_ID,VELOCITY_BREACH,2027-04-17,ML Decision
1.244.36.79,IP_ADDRESS,SANCTIONS,2027-03-31,Manual Review
ACC_164932,ACCOUNT_ID,HARD_FRAUD,2027-05-28,ML Decision
ACC_835905,ACCOUNT_ID,SANCTIONS,2028-08-14,Manual Review
UID_77932,USER_ID,HARD_FRAUD,2027-04-19,Compliance
CARD_043136,CARD_HASH,HARD_FRAUD,2027-04-13,ML Decision
MID_3624,MERCHANT_ID,WATCHLIST,2027-10-03,ML Decision
UID_78690,USER_ID,SPOOFING,2026-04-04,ML Decision
3.139.71.53,IP_ADDRESS,HARD_FRAUD,2026-08-08,Manual Review
UID_34240,USER_ID,WATCHLIST,2026-01-28,ML Decision
ACC_347921,ACCOUNT_ID,SANCTIONS,2025-09-29,Manual Review
UID_86583,USER_ID,SPOOFING,2028-02-27,ML Decision
UID_96307,USER_ID,SPOOFING,2026-06-05,Manual Review
CARD_043144,CARD_HASH,SANCTIONS,2027-11-05,ML Decision
ACC_786694,ACCOUNT_ID,WATCHLIST,2027-10-23,Compliance
CARD_043146,CARD_HASH,SANCTIONS,2028-03-13,External Feed
UID_20279,USER_ID,SPOOFING,2025-10-22,External Feed
UID_16907,USER_ID,HARD_FRAUD,2028-07-28,Manual Review
40.7.54.3,IP_ADDRESS,SPOOFING,2028-06-17,ML Decision
ACC_829135,ACCOUNT_ID,HARD_FRAUD,2025-11-08,External Feed
MID_8425,MERCHANT_ID,HARD_FRAUD,2027-03-05,Manual Review
UID_49769,USER_ID,SPOOFING,2028-05-31,External Feed
ACC_110105,ACCOUNT_ID,SPOOFING,2027-12-03,ML Decision
UID_31726,USER_ID,SPOOFING,2027-01-02,Manual Review
5.2.151.114,IP_ADDRESS,HARD_FRAUD,2026-05-06,External Feed
MID_4756,MERCHANT_ID,WATCHLIST,2027-09-18,Manual Review
UID_46968,USER_ID,HARD_FRAUD,2028-01-21,External Feed
UID_70164,USER_ID,SANCTIONS,2026-02-07,Manual Review
ACC_758982,ACCOUNT_ID,VELOCITY_BREACH,2028-03-31,ML Decision
MID_4237,MERCHANT_ID,HARD_FRAUD,2027-05-04,ML Decision
26.183.15.218,IP_ADDRESS,VELOCITY_BREACH,2028-10-05,Manual Review
CARD_043162,CARD_HASH,HARD_FRAUD,2027-11-25,Manual Review
251.130.185.176,IP_ADDRESS,HARD_FRAUD,2027-02-04,ML Decision
UID_82535,USER_ID,WATCHLIST,2026-04-01,ML Decision
UID_57716,USER_ID,HARD_FRAUD,2026-09-28,External Feed
CARD_043166,CARD_HASH,SPOOFING,2027-10-06,ML Decision
ACC_956339,ACCOUNT_ID,HARD_FRAUD,2027-01-17,External Feed
ACC_957759,ACCOUNT_ID,HARD_FRAUD,2026-12-14,Manual Review
ACC_744637,ACCOUNT_ID,VELOCITY_BREACH,2027-05-01,External Feed
MID_1829,MERCHANT_ID,SPOOFING,2027-09-05,ML Decision
ACC_172181,ACCOUNT_ID,SANCTIONS,2028-09-10,Manual Review
UID_15730,USER_ID,SANCTIONS,2026-03-04,ML Decision
UID_49858,USER_ID,HARD_FRAUD,2027-11-11,ML Decision
ACC_576878,ACCOUNT_ID,HARD_FRAUD,2027-12-28,ML Decision
UID_85723,USER_ID,VELOCITY_BREACH,2027-07-29,External Feed
UID_63559,USER_ID,WATCHLIST,2028-07-26,Manual Review
80.180.231.109,IP_ADDRESS,HARD_FRAUD,2027-07-09,Manual Review
ACC_538451,ACCOUNT_ID,SPOOFING,2028-06-14,External Feed
241.159.88.83,IP_ADDRESS,WATCHLIST,2027-07-30,Manual Review
ACC_780565,ACCOUNT_ID,HARD_FRAUD,2026-10-03,Compliance
235.31.191.121,IP_ADDRESS,SPOOFING,2028-07-25,ML Decision
72.91.215.59,IP_ADDRESS,VELOCITY_BREACH,2027-05-12,Manual Review
ACC_900388,ACCOUNT_ID,HARD_FRAUD,2026-01-05,ML Decision
MID_3825,MERCHANT_ID,SPOOFING,2027-12-14,External Feed
ACC_352439,ACCOUNT_ID,WATCHLIST,2027-05-27,External Feed
UID_26642,USER_ID,SPOOFING,2028-04-14,ML Decision
MID_3372,MERCHANT_ID,WATCHLIST,2028-08-15,Manual Review
ACC_162939,ACCOUNT_ID,HARD_FRAUD,2025-11-19,Manual Review
UID_89229,USER_ID,SANCTIONS,2026-02-03,ML Decision
UID_35441,USER_ID,HARD_FRAUD,2027-03-29,Manual Review
169.31.139.139,IP_ADDRESS,SANCTIONS,2026-01-14,ML Decision
UID_77514,USER_ID,SPOOFING,2027-05-06,Manual Review
MID_8058,MERCHANT_ID,HARD_FRAUD,2024-11-29,Compliance
UID_25020,USER_ID,SANCTIONS,2028-04-28,ML Decision
CARD_043195,CARD_HASH,HARD_FRAUD,2028-07-06,Manual Review
MID_6995,MERCHANT_ID,HARD_FRAUD,2027-11-15,External Feed
UID_13747,USER_ID,SANCTIONS,2028-08-30,ML Decision
178.102.42.37,IP_ADDRESS,SPOOFING,2028-04-06,External Feed
4.251.192.132,IP_ADDRESS,HARD_FRAUD,2026-08-24,Manual Review
22.18.200.149,IP_ADDRESS,SPOOFING,2028-07-04,Manual Review
UID_36531,USER_ID,HARD_FRAUD,2027-12-08,External Feed
ACC_674544,ACCOUNT_ID,SPOOFING,2028-10-19,ML Decision
UID_76184,USER_ID,SANCTIONS,2027-05-17,External Feed
MID_9706,MERCHANT_ID,SPOOFING,2027-04-07,Manual Review
81.58.191.79,IP_ADDRESS,WATCHLIST,2024-12-31,Manual Review
UID_40445,USER_ID,HARD_FRAUD,2028-03-03,ML Decision
ACC_818300,ACCOUNT_ID,HARD_FRAUD,2028-06-01,ML Decision
ACC_907566,ACCOUNT_ID,SPOOFING,2026-07-14,ML Decision
UID_61975,USER_ID,WATCHLIST,2028-04-27,External Feed
ACC_128287,ACCOUNT_ID,SANCTIONS,2026-01-31,ML Decision
ACC_637591,ACCOUNT_ID,WATCHLIST,2028-08-28,Manual Review
ACC_677809,ACCOUNT_ID,SPOOFING,2026-12-24,Compliance
ACC_764197,ACCOUNT_ID,VELOCITY_BREACH,2025-12-19,ML Decision
ACC_128374,ACCOUNT_ID,HARD_FRAUD,2026-03-02,ML Decision
158.142.38.81,IP_ADDRESS,HARD_FRAUD,2026-12-11,ML Decision
238.146.255.85,IP_ADDRESS,HARD_FRAUD,2027-04-15,Manual Review
UID_57926,USER_ID,SPOOFING,2025-05-01,ML Decision
UID_74203,USER_ID,HARD_FRAUD,2026-04-22,External Feed
CARD_043219,CARD_HASH,HARD_FRAUD,2026-03-19,ML Decision
CARD_043220,CARD_HASH,HARD_FRAUD,2026-02-04,External Feed
UID_85427,USER_ID,WATCHLIST,2026-10-10,External Feed
UID_91427,USER_ID,SPOOFING,2027-12-31,ML Decision
CARD_043223,CARD_HASH,SPOOFING,2027-06-07,External Feed
CARD_043224,CARD_HASH,HARD_FRAUD,2028-03-30,Compliance
UID_88074,USER_ID,SANCTIONS,2028-01-23,ML Decision
ACC_229842,ACCOUNT_ID,HARD_FRAUD,2026-12-04,ML Decision
MID_2088,MERCHANT_ID,VELOCITY_BREACH,2026-10-03,Compliance
UID_53656,USER_ID,HARD_FRAUD,2027-05-22,External Feed
199.76.112.222,IP_ADDRESS,VELOCITY_BREACH,2028-04-07,Manual Review
UID_12297,USER_ID,HARD_FRAUD,2027-12-02,Manual Review
ACC_559983,ACCOUNT_ID,HARD_FRAUD,2026-05-22,ML Decision
ACC_887026,ACCOUNT_ID,HARD_FRAUD,2028-09-05,External Feed
ACC_945410,ACCOUNT_ID,SANCTIONS,2026-11-12,ML Decision
9.241.62.73,IP_ADDRESS,SANCTIONS,2027-08-01,ML Decision
MID_3868,MERCHANT_ID,SPOOFING,2025-11-16,ML Decision
164.93.87.149,IP_ADDRESS,SANCTIONS,2027-08-18,Manual Review
UID_57164,USER_ID,HARD_FRAUD,2028-10-05,Manual Review
193.45.28.136,IP_ADDRESS,HARD_FRAUD,2026-02-25,ML Decision
UID_16537,USER_ID,SANCTIONS,2026-08-11,Compliance
ACC_792504,ACCOUNT_ID,VELOCITY_BREACH,2026-06-09,ML Decision
UID_92760,USER_ID,HARD_FRAUD,2026-10-24,ML Decision
ACC_127101,ACCOUNT_ID,SANCTIONS,2026-10-22,ML Decision
MID_9441,MERCHANT_ID,VELOCITY_BREACH,2026-10-07,ML Decision
ACC_848677,ACCOUNT_ID,VELOCITY_BREACH,2026-03-05,ML Decision
